Time Stamp,C0,C1,C2,C3,C4,C5,C6,C7,Gx,Gy,Gz,Ax,Ay,Az,Typing,Active
Sun May 14 15:08:54 2017,-3,-1,0,0,2,0,-8,-6,0.6875,-0.125,0.6875,0.178711,0.576172,0.776855,0,0
Sun May 14 15:08:54 2017,-1,1,-2,-2,-10,-4,13,3,1.25,-0.5625,0.25,0.178223,0.574219,0.775391,0,0
Sun May 14 15:08:54 2017,-1,1,-2,-2,-10,-4,13,3,1.25,-0.5625,0.25,0.178223,0.574219,0.775391,0,0
Sun May 14 15:08:54 2017,-1,1,-2,-2,-10,-4,13,3,1.25,-0.5625,0.25,0.178223,0.574219,0.775391,0,0
Sun May 14 15:08:54 2017,-1,1,-2,-2,-10,-4,13,3,1.25,-0.5625,0.25,0.178223,0.574219,0.775391,0,0
Sun May 14 15:08:54 2017,-2,0,-4,-4,-6,1,3,-1,2.0625,-0.875,0.125,0.178223,0.568848,0.761719,0,0
Sun May 14 15:08:54 2017,-2,0,-4,-4,-6,1,3,-1,2.0625,-0.875,0.125,0.178223,0.568848,0.761719,0,0
Sun May 14 15:08:54 2017,-2,0,-4,-4,-6,1,3,-1,2.0625,-0.875,0.125,0.178223,0.568848,0.761719,0,0
Sun May 14 15:08:54 2017,-1,-1,1,-3,-5,-8,-1,-3,2.375,-1.3125,-0.75,0.177246,0.572754,0.765137,0,0
Sun May 14 15:08:54 2017,1,0,1,1,8,1,29,3,2.375,-1.3125,-0.75,0.177246,0.572754,0.765137,0,0
Sun May 14 15:08:54 2017,1,0,1,1,8,1,29,3,2.375,-1.3125,-0.75,0.177246,0.572754,0.765137,0,0
Sun May 14 15:08:54 2017,-3,-1,0,1,9,1,-5,-7,2,-1.5,-1.4375,0.182129,0.577148,0.762207,0,0
Sun May 14 15:08:54 2017,-2,-2,1,0,5,7,6,1,2,-1.5,-1.4375,0.182129,0.577148,0.762207,0,0
Sun May 14 15:08:54 2017,-2,-2,1,0,5,7,6,1,2,-1.5,-1.4375,0.182129,0.577148,0.762207,0,0
Sun May 14 15:08:54 2017,-2,-2,1,0,5,7,6,1,2,-1.5,-1.4375,0.182129,0.577148,0.762207,0,0
Sun May 14 15:08:54 2017,0,-1,-1,-3,-6,-1,1,1,2,-1.5,-1.4375,0.182129,0.577148,0.762207,0,0
Sun May 14 15:08:54 2017,1,2,0,2,6,7,13,5,0.5625,-2.0625,-2.3125,0.177734,0.573242,0.755371,0,0
Sun May 14 15:08:54 2017,1,2,0,2,6,7,13,5,0.5625,-2.0625,-2.3125,0.177734,0.573242,0.755371,0,0
Sun May 14 15:08:54 2017,1,1,-1,3,1,-1,-2,2,0.5625,-2.0625,-2.3125,0.177734,0.573242,0.755371,0,0
Sun May 14 15:08:54 2017,-4,-2,-3,-4,-12,-7,-18,-10,-0.6875,-1.9375,-3,0.186035,0.577148,0.744629,0,0
Sun May 14 15:08:54 2017,-4,-2,-3,-4,-12,-7,-18,-10,-0.6875,-1.9375,-3,0.186035,0.577148,0.744629,0,0
Sun May 14 15:08:54 2017,-4,-2,-3,-4,-12,-7,-18,-10,-0.6875,-1.9375,-3,0.186035,0.577148,0.744629,0,0
Sun May 14 15:08:54 2017,-15,-1,-1,0,5,-3,-5,-2,-0.0625,-0.5625,-3.25,0.174316,0.572266,0.751465,0,0
Sun May 14 15:08:54 2017,-15,-1,-1,0,5,-3,-5,-2,-0.0625,-0.5625,-3.25,0.174316,0.572266,0.751465,0,0
Sun May 14 15:08:54 2017,-15,-1,-1,0,5,-3,-5,-2,-0.0625,-0.5625,-3.25,0.174316,0.572266,0.751465,0,0
Sun May 14 15:08:54 2017,-15,-1,-1,0,5,-3,-5,-2,-0.0625,-0.5625,-3.25,0.174316,0.572266,0.751465,0,0
Sun May 14 15:08:54 2017,-2,-1,-2,0,4,3,-9,-4,-0.875,-1.375,-3.75,0.169434,0.581543,0.763184,0,0
Sun May 14 15:08:54 2017,-2,-1,-2,0,4,3,-9,-4,-0.875,-1.375,-3.75,0.169434,0.581543,0.763184,0,0
Sun May 14 15:08:54 2017,3,1,0,0,1,-1,-3,7,-0.875,-1.375,-3.75,0.169434,0.581543,0.763184,0,0
Sun May 14 15:08:54 2017,3,1,0,0,1,-1,-3,7,-0.875,-1.375,-3.75,0.169434,0.581543,0.763184,0,0
Sun May 14 15:08:54 2017,3,-2,-4,-3,-9,-13,-8,2,-1.5,-2.5625,-3.6875,0.160645,0.589844,0.771484,0,0
Sun May 14 15:08:54 2017,3,-2,-4,-3,-9,-13,-8,2,-1.5,-2.5625,-3.6875,0.160645,0.589844,0.771484,0,0
Sun May 14 15:08:54 2017,-5,1,-2,-2,0,-10,0,-6,-1.5,-2.5625,-3.6875,0.160645,0.589844,0.771484,0,0
Sun May 14 15:08:54 2017,2,-2,-2,-1,-4,-2,-19,-2,-1,-2.375,-2.875,0.150879,0.589355,0.770996,0,0
Sun May 14 15:08:54 2017,2,-2,-2,-1,-4,-2,-19,-2,-1,-2.375,-2.875,0.150879,0.589355,0.770996,0,0
Sun May 14 15:08:54 2017,2,-2,-2,-1,-4,-2,-19,-2,-1,-2.375,-2.875,0.150879,0.589355,0.770996,0,0
Sun May 14 15:08:54 2017,-1,1,1,0,-2,-1,9,-5,1.6875,-1.9375,-1.4375,0.146973,0.585449,0.774414,0,0
Sun May 14 15:08:54 2017,6,-3,0,-1,-1,-1,-15,-8,1.6875,-1.9375,-1.4375,0.146973,0.585449,0.774414,0,0
Sun May 14 15:08:54 2017,6,-3,0,-1,-1,-1,-15,-8,1.6875,-1.9375,-1.4375,0.146973,0.585449,0.774414,0,0
Sun May 14 15:08:54 2017,-7,-1,-3,-2,-7,2,-12,-1,1.6875,-1.9375,-1.4375,0.146973,0.585449,0.774414,0,0
Sun May 14 15:08:54 2017,-1,-1,0,2,2,-2,10,4,3.9375,-2.125,0.0625,0.151855,0.592773,0.770508,0,0
Sun May 14 15:08:54 2017,-1,-1,0,2,2,-2,10,4,3.9375,-2.125,0.0625,0.151855,0.592773,0.770508,0,0
Sun May 14 15:08:54 2017,-1,-1,0,2,2,-2,10,4,3.9375,-2.125,0.0625,0.151855,0.592773,0.770508,0,0
Sun May 14 15:08:54 2017,-4,-1,1,-3,1,-3,-1,1,3.875,-1.625,1.75,0.174805,0.603027,0.760742,0,0
Sun May 14 15:08:54 2017,-4,-1,1,-3,1,-3,-1,1,3.875,-1.625,1.75,0.174805,0.603027,0.760742,0,0
Sun May 14 15:08:54 2017,-4,-1,1,-3,1,-3,-1,1,3.875,-1.625,1.75,0.174805,0.603027,0.760742,0,0
Sun May 14 15:08:54 2017,-4,-1,1,-3,1,-3,-1,1,3.875,-1.625,1.75,0.174805,0.603027,0.760742,0,0
Sun May 14 15:08:54 2017,2,2,2,2,4,5,26,4,3.625,-1.0625,3.375,0.186035,0.591797,0.757324,0,0
Sun May 14 15:08:54 2017,2,2,2,2,4,5,26,4,3.625,-1.0625,3.375,0.186035,0.591797,0.757324,0,0
Sun May 14 15:08:54 2017,-7,-1,-2,-5,-15,0,-5,-6,3.625,-1.0625,3.375,0.186035,0.591797,0.757324,0,0
Sun May 14 15:08:54 2017,-7,-1,-2,-5,-15,0,-5,-6,3.625,-1.0625,3.375,0.186035,0.591797,0.757324,0,0
Sun May 14 15:08:54 2017,-3,-2,-1,0,9,-1,-21,-2,7.0625,-0.625,4.0625,0.190918,0.581543,0.758301,0,0
Sun May 14 15:08:54 2017,-3,-2,-1,0,9,-1,-21,-2,7.0625,-0.625,4.0625,0.190918,0.581543,0.758301,0,0
Sun May 14 15:08:54 2017,1,-2,-1,-4,-15,17,11,4,8.0625,-1.4375,3,0.188477,0.577637,0.775391,0,0
Sun May 14 15:08:54 2017,-5,-3,-2,-6,-19,-35,3,-3,8.0625,-1.4375,3,0.188477,0.577637,0.775391,0,0
Sun May 14 15:08:54 2017,-5,-3,-2,-6,-19,-35,3,-3,8.0625,-1.4375,3,0.188477,0.577637,0.775391,0,0
Sun May 14 15:08:54 2017,-5,-3,-2,-6,-19,-35,3,-3,8.0625,-1.4375,3,0.188477,0.577637,0.775391,0,0
Sun May 14 15:08:54 2017,4,-1,-3,0,-2,18,25,0,7,-2.5625,2.25,0.185547,0.587402,0.772461,0,0
Sun May 14 15:08:54 2017,4,-1,-3,0,-2,18,25,0,7,-2.5625,2.25,0.185547,0.587402,0.772461,0,0
Sun May 14 15:08:54 2017,-2,-2,-1,-3,-12,-11,-2,-3,7,-2.5625,2.25,0.185547,0.587402,0.772461,0,0
Sun May 14 15:08:54 2017,-2,-2,-1,-3,-12,-11,-2,-3,7,-2.5625,2.25,0.185547,0.587402,0.772461,0,0
Sun May 14 15:08:54 2017,1,1,0,0,3,6,-6,0,3.625,-3.375,2.0625,0.195312,0.571289,0.768555,0,0
Sun May 14 15:08:54 2017,1,1,0,0,3,6,-6,0,3.625,-3.375,2.0625,0.195312,0.571289,0.768555,0,0
Sun May 14 15:08:54 2017,2,-2,0,2,7,9,8,1,5,-3,2.75,0.1875,0.558105,0.772949,0,0
Sun May 14 15:08:54 2017,0,0,4,6,21,5,-6,1,5,-3,2.75,0.1875,0.558105,0.772949,0,0
Sun May 14 15:08:54 2017,0,0,4,6,21,5,-6,1,5,-3,2.75,0.1875,0.558105,0.772949,0,0
Sun May 14 15:08:54 2017,0,0,4,6,21,5,-6,1,5,-3,2.75,0.1875,0.558105,0.772949,0,0
Sun May 14 15:08:54 2017,2,-1,-4,-4,-17,-2,-6,-3,10.1875,-2.6875,2.125,0.169434,0.563965,0.769043,0,0
Sun May 14 15:08:54 2017,2,-1,-4,-4,-17,-2,-6,-3,10.1875,-2.6875,2.125,0.169434,0.563965,0.769043,0,0
Sun May 14 15:08:54 2017,3,-1,-2,-5,-5,-8,-8,0,10.1875,-2.6875,2.125,0.169434,0.563965,0.769043,0,0
Sun May 14 15:08:54 2017,3,-1,-2,-5,-5,-8,-8,0,10.1875,-2.6875,2.125,0.169434,0.563965,0.769043,0,0
Sun May 14 15:08:54 2017,-4,-2,-2,-3,-4,-1,2,-2,12.4375,-3.125,1.4375,0.167969,0.592285,0.770996,0,0
Sun May 14 15:08:54 2017,-4,-2,-2,-3,-4,-1,2,-2,12.4375,-3.125,1.4375,0.167969,0.592285,0.770996,0,0
Sun May 14 15:08:54 2017,-1,-1,-2,-4,-3,-1,-16,-3,9.8125,-4.3125,0.4375,0.183594,0.602539,0.760742,0,0
Sun May 14 15:08:54 2017,-1,-1,-2,-4,-3,-1,-16,-3,9.8125,-4.3125,0.4375,0.183594,0.602539,0.760742,0,0
Sun May 14 15:08:54 2017,-1,-1,-2,-4,-3,-1,-16,-3,9.8125,-4.3125,0.4375,0.183594,0.602539,0.760742,0,0
Sun May 14 15:08:54 2017,-1,-1,-2,-4,-3,-1,-16,-3,9.8125,-4.3125,0.4375,0.183594,0.602539,0.760742,0,0
Sun May 14 15:08:54 2017,3,1,0,4,16,4,14,3,5.25,-4.9375,2.0625,0.202148,0.601074,0.756836,0,0
Sun May 14 15:08:54 2017,3,1,0,4,16,4,14,3,5.25,-4.9375,2.0625,0.202148,0.601074,0.756836,0,0
Sun May 14 15:08:54 2017,3,1,0,4,16,4,14,3,5.25,-4.9375,2.0625,0.202148,0.601074,0.756836,0,0
Sun May 14 15:08:54 2017,3,-2,0,2,10,0,1,1,5.25,-4.9375,2.0625,0.202148,0.601074,0.756836,0,0
Sun May 14 15:08:54 2017,3,0,0,-3,4,-2,-5,-2,8.625,-4.25,3.1875,0.182617,0.589844,0.754883,0,0
Sun May 14 15:08:54 2017,3,0,0,-3,4,-2,-5,-2,8.625,-4.25,3.1875,0.182617,0.589844,0.754883,0,0
Sun May 14 15:08:54 2017,3,0,0,-3,4,-2,-5,-2,8.625,-4.25,3.1875,0.182617,0.589844,0.754883,0,0
Sun May 14 15:08:54 2017,-4,1,0,2,9,-3,0,2,14.875,-3.875,2.9375,0.175293,0.600098,0.749512,0,0
Sun May 14 15:08:54 2017,-4,1,0,2,9,-3,0,2,14.875,-3.875,2.9375,0.175293,0.600098,0.749512,0,0
Sun May 14 15:08:54 2017,-4,1,0,2,9,-3,0,2,14.875,-3.875,2.9375,0.175293,0.600098,0.749512,0,0
Sun May 14 15:08:54 2017,-4,-1,-1,0,-9,0,2,0,19,-5.1875,2.375,0.190918,0.627441,0.76416,0,0
Sun May 14 15:08:54 2017,-3,-5,-3,-4,-20,-4,-34,-8,19,-5.1875,2.375,0.190918,0.627441,0.76416,0,0
Sun May 14 15:08:54 2017,-3,-5,-3,-4,-20,-4,-34,-8,19,-5.1875,2.375,0.190918,0.627441,0.76416,0,0
Sun May 14 15:08:54 2017,-3,-5,-3,-4,-20,-4,-34,-8,19,-5.1875,2.375,0.190918,0.627441,0.76416,0,0
Sun May 14 15:08:54 2017,2,-2,-3,-4,-9,-4,3,-1,16.5625,-6.8125,2.8125,0.20166,0.637695,0.758789,0,0
Sun May 14 15:08:54 2017,2,-2,-3,-4,-9,-4,3,-1,16.5625,-6.8125,2.8125,0.20166,0.637695,0.758789,0,0
Sun May 14 15:08:54 2017,2,-2,-3,-4,-9,-4,3,-1,16.5625,-6.8125,2.8125,0.20166,0.637695,0.758789,0,0
Sun May 14 15:08:54 2017,0,0,0,2,-15,-5,10,2,12.375,-7.3125,4.6875,0.225098,0.628906,0.749023,0,0
Sun May 14 15:08:54 2017,0,0,0,2,-15,-5,10,2,12.375,-7.3125,4.6875,0.225098,0.628906,0.749023,0,0
Sun May 14 15:08:54 2017,0,0,0,2,-15,-5,10,2,12.375,-7.3125,4.6875,0.225098,0.628906,0.749023,0,0
Sun May 14 15:08:54 2017,-3,-3,-2,-2,-3,-8,-4,-4,12.375,-7.3125,4.6875,0.225098,0.628906,0.749023,0,0
Sun May 14 15:08:54 2017,-1,0,-2,0,1,3,0,3,8.375,-5.8125,7.3125,0.227539,0.630859,0.73584,0,0
Sun May 14 15:08:54 2017,-1,0,-2,0,1,3,0,3,8.375,-5.8125,7.3125,0.227539,0.630859,0.73584,0,0
Sun May 14 15:08:54 2017,-1,0,-2,0,1,3,0,3,8.375,-5.8125,7.3125,0.227539,0.630859,0.73584,0,0
Sun May 14 15:08:54 2017,-2,-2,1,-2,-7,-12,-12,-3,11.1875,-3.4375,9.125,0.236328,0.630371,0.725098,0,0
Sun May 14 15:08:54 2017,23,-2,-1,-3,1,-2,1,2,11.1875,-3.4375,9.125,0.236328,0.630371,0.725098,0,0
Sun May 14 15:08:54 2017,23,-2,-1,-3,1,-2,1,2,11.1875,-3.4375,9.125,0.236328,0.630371,0.725098,0,0
Sun May 14 15:08:54 2017,-7,0,-2,-2,5,8,9,0,16,-2.5625,8.3125,0.261719,0.599609,0.727051,0,0
Sun May 14 15:08:54 2017,-7,0,-2,-2,5,8,9,0,16,-2.5625,8.3125,0.261719,0.599609,0.727051,0,0
Sun May 14 15:08:55 2017,-7,0,-2,-2,5,8,9,0,16,-2.5625,8.3125,0.261719,0.599609,0.727051,0,0
Sun May 14 15:08:55 2017,2,1,2,10,32,5,3,1,16,-2.5625,8.3125,0.261719,0.599609,0.727051,0,0
Sun May 14 15:08:55 2017,-6,-2,-4,-3,-10,-9,4,0,21.625,-1.5,10.25,0.267578,0.619629,0.710449,0,0
Sun May 14 15:08:55 2017,-6,-2,-4,-3,-10,-9,4,0,21.625,-1.5,10.25,0.267578,0.619629,0.710449,0,0
Sun May 14 15:08:55 2017,-6,-2,-4,-3,-10,-9,4,0,21.625,-1.5,10.25,0.267578,0.619629,0.710449,0,0
Sun May 14 15:08:55 2017,-4,0,-1,-4,-20,4,-1,-5,21.625,-1.5,10.25,0.267578,0.619629,0.710449,0,0
Sun May 14 15:08:55 2017,-5,-1,1,0,3,-2,-1,1,21.9375,1.125,12.0625,0.270508,0.651367,0.724609,0,0
Sun May 14 15:08:55 2017,-5,-1,1,0,3,-2,-1,1,21.9375,1.125,12.0625,0.270508,0.651367,0.724609,0,0
Sun May 14 15:08:55 2017,-1,-1,-2,-1,-1,-3,2,1,21.9375,1.125,12.0625,0.270508,0.651367,0.724609,0,0
Sun May 14 15:08:55 2017,-2,-1,-3,-5,-9,-2,0,-4,20.3125,4.1875,15.125,0.28418,0.637695,0.707031,0,0
Sun May 14 15:08:55 2017,-2,-1,-3,-5,-9,-2,0,-4,20.3125,4.1875,15.125,0.28418,0.637695,0.707031,0,0
Sun May 14 15:08:55 2017,-2,-1,-3,-5,-9,-2,0,-4,20.3125,4.1875,15.125,0.28418,0.637695,0.707031,0,0
Sun May 14 15:08:55 2017,-4,0,2,3,10,5,10,6,21.4375,5.9375,16.0625,0.26123,0.62793,0.697266,0,0
Sun May 14 15:08:55 2017,-4,0,2,3,10,5,10,6,21.4375,5.9375,16.0625,0.26123,0.62793,0.697266,0,0
Sun May 14 15:08:55 2017,-4,0,2,3,10,5,10,6,21.4375,5.9375,16.0625,0.26123,0.62793,0.697266,0,0
Sun May 14 15:08:55 2017,-4,0,2,3,10,5,10,6,21.4375,5.9375,16.0625,0.26123,0.62793,0.697266,0,0
Sun May 14 15:08:55 2017,-4,-1,-4,-1,5,-1,-1,-5,30.75,5.75,14.5,0.239258,0.648926,0.684082,0,0
Sun May 14 15:08:55 2017,-4,-1,-4,-1,5,-1,-1,-5,30.75,5.75,14.5,0.239258,0.648926,0.684082,0,0
Sun May 14 15:08:55 2017,-1,-2,-1,-1,-10,5,2,-1,30.75,5.75,14.5,0.239258,0.648926,0.684082,0,0
Sun May 14 15:08:55 2017,-1,-2,-1,-1,-10,5,2,-1,37.1875,6.0625,12.0625,0.23584,0.701172,0.676758,0,0
Sun May 14 15:08:55 2017,1,0,2,0,-5,2,0,6,37.1875,6.0625,12.0625,0.23584,0.701172,0.676758,0,0
Sun May 14 15:08:55 2017,1,0,2,0,-5,2,0,6,37.1875,6.0625,12.0625,0.23584,0.701172,0.676758,0,0
Sun May 14 15:08:55 2017,-1,-2,1,4,23,1,-9,-4,29.5,7.75,12.5,0.249512,0.714355,0.66748,0,0
Sun May 14 15:08:55 2017,-1,-2,1,4,23,1,-9,-4,29.5,7.75,12.5,0.249512,0.714355,0.66748,0,0
Sun May 14 15:08:55 2017,-1,-2,1,4,23,1,-9,-4,29.5,7.75,12.5,0.249512,0.714355,0.66748,0,0
Sun May 14 15:08:55 2017,-1,-2,1,4,23,1,-9,-4,29.5,7.75,12.5,0.249512,0.714355,0.66748,0,0
Sun May 14 15:08:55 2017,-5,-3,0,2,11,4,-16,-6,17.1875,8.75,15.1875,0.237305,0.683594,0.645996,0,0
Sun May 14 15:08:55 2017,-5,-3,0,2,11,4,-16,-6,17.1875,8.75,15.1875,0.237305,0.683594,0.645996,0,0
Sun May 14 15:08:55 2017,-5,-3,0,2,11,4,-16,-6,17.1875,8.75,15.1875,0.237305,0.683594,0.645996,0,0
Sun May 14 15:08:55 2017,0,-1,0,-3,1,1,-3,1,17.1875,8.75,15.1875,0.237305,0.683594,0.645996,0,0
Sun May 14 15:08:55 2017,0,1,-1,-3,-8,-3,3,-4,18.4375,9.125,16.25,0.224121,0.617676,0.647461,0,0
Sun May 14 15:08:55 2017,0,1,-1,-3,-8,-3,3,-4,18.4375,9.125,16.25,0.224121,0.617676,0.647461,0,0
Sun May 14 15:08:55 2017,0,1,-1,-3,-8,-3,3,-4,18.4375,9.125,16.25,0.224121,0.617676,0.647461,0,0
Sun May 14 15:08:55 2017,-3,0,2,5,26,15,10,-5,29.0625,8.125,14.5625,0.211914,0.628906,0.640625,0,0
Sun May 14 15:08:55 2017,-3,0,2,5,26,15,10,-5,29.0625,8.125,14.5625,0.211914,0.628906,0.640625,0,0
Sun May 14 15:08:55 2017,-3,0,2,5,26,15,10,-5,29.0625,8.125,14.5625,0.211914,0.628906,0.640625,0,0
Sun May 14 15:08:55 2017,1,-1,0,-1,-2,-5,2,1,29.0625,8.125,14.5625,0.211914,0.628906,0.640625,0,0
Sun May 14 15:08:55 2017,0,1,-3,-2,-10,-6,-1,-4,35.0625,5.5625,11.5,0.19873,0.666992,0.63623,0,0
Sun May 14 15:08:55 2017,0,1,-3,-2,-10,-6,-1,-4,35.0625,5.5625,11.5,0.19873,0.666992,0.63623,0,0
Sun May 14 15:08:55 2017,-6,-4,-3,-7,-12,-4,-3,-13,35.0625,5.5625,11.5,0.19873,0.666992,0.63623,0,0
Sun May 14 15:08:55 2017,-1,-3,-4,-2,-9,1,-5,4,34.625,3.8125,10.4375,0.203613,0.715332,0.639648,0,0
Sun May 14 15:08:55 2017,-1,-3,-4,-2,-9,1,-5,4,34.625,3.8125,10.4375,0.203613,0.715332,0.639648,0,0
Sun May 14 15:08:55 2017,-1,-3,-4,-2,-9,1,-5,4,34.625,3.8125,10.4375,0.203613,0.715332,0.639648,0,0
Sun May 14 15:08:55 2017,0,-1,-3,-4,-12,-7,4,1,26.9375,2.4375,9.5625,0.200684,0.733887,0.641602,0,0
Sun May 14 15:08:55 2017,0,-1,-3,-4,-12,-7,4,1,26.9375,2.4375,9.5625,0.200684,0.733887,0.641602,0,0
Sun May 14 15:08:55 2017,0,-1,-3,-4,-12,-7,4,1,26.9375,2.4375,9.5625,0.200684,0.733887,0.641602,0,0
Sun May 14 15:08:55 2017,-1,0,1,6,3,-2,-5,-1,19.8125,2.0625,8.75,0.207031,0.751465,0.644531,0,0
Sun May 14 15:08:55 2017,0,-1,-2,-4,-10,0,-5,0,19.8125,2.0625,8.75,0.207031,0.751465,0.644531,0,0
Sun May 14 15:08:55 2017,0,-1,-2,-4,-10,0,-5,0,19.8125,2.0625,8.75,0.207031,0.751465,0.644531,0,0
Sun May 14 15:08:55 2017,-1,-2,-1,-2,-3,4,-3,-2,19.8125,2.0625,8.75,0.207031,0.751465,0.644531,0,0
Sun May 14 15:08:55 2017,-2,-1,1,-2,-7,-5,-1,-4,15.3125,3,7.125,0.222168,0.728027,0.637207,0,0
Sun May 14 15:08:55 2017,-2,-1,1,-2,-7,-5,-1,-4,15.3125,3,7.125,0.222168,0.728027,0.637207,0,0
Sun May 14 15:08:55 2017,-2,-1,1,-2,-7,-5,-1,-4,15.3125,3,7.125,0.222168,0.728027,0.637207,0,0
Sun May 14 15:08:55 2017,-3,-1,-1,2,-1,-4,-2,0,16.125,4.875,6.125,0.236328,0.709473,0.622559,0,0
Sun May 14 15:08:55 2017,-3,-1,-1,2,-1,-4,-2,0,16.125,4.875,6.125,0.236328,0.709473,0.622559,0,0
Sun May 14 15:08:55 2017,-3,-1,-1,2,-1,-4,-2,0,16.125,4.875,6.125,0.236328,0.709473,0.622559,0,0
Sun May 14 15:08:55 2017,0,1,1,3,9,-2,1,2,16.5,7.5625,6.6875,0.260742,0.706055,0.614746,0,0
Sun May 14 15:08:55 2017,-2,-2,-3,-7,-11,-4,-5,1,16.5,7.5625,6.6875,0.260742,0.706055,0.614746,0,0
Sun May 14 15:08:55 2017,-2,-2,-3,-7,-11,-4,-5,1,16.5,7.5625,6.6875,0.260742,0.706055,0.614746,0,0
Sun May 14 15:08:55 2017,-1,-2,-1,0,-17,1,-1,1,16.5,7.5625,6.6875,0.260742,0.706055,0.614746,0,0
Sun May 14 15:08:55 2017,-3,-2,-2,0,-4,2,2,-6,19.625,12.625,5.5,0.310059,0.727539,0.629883,0,0
Sun May 14 15:08:55 2017,-3,-2,-2,0,-4,2,2,-6,19.625,12.625,5.5,0.310059,0.727539,0.629883,0,0
Sun May 14 15:08:55 2017,-3,-2,-2,0,-4,2,2,-6,19.625,12.625,5.5,0.310059,0.727539,0.629883,0,0
Sun May 14 15:08:55 2017,1,-2,0,0,0,1,6,12,19.1875,19.8125,2.25,0.358887,0.760742,0.629395,0,0
Sun May 14 15:08:55 2017,1,-2,0,0,0,1,6,12,19.1875,19.8125,2.25,0.358887,0.760742,0.629395,0,0
Sun May 14 15:08:55 2017,1,-2,0,0,0,1,6,12,19.1875,19.8125,2.25,0.358887,0.760742,0.629395,0,0
Sun May 14 15:08:55 2017,-2,-1,-1,0,-1,-6,-4,-5,19.1875,19.8125,2.25,0.358887,0.760742,0.629395,0,0
Sun May 14 15:08:55 2017,-1,0,1,8,17,-1,-4,-10,10.6875,25.5,-0.625,0.360352,0.783691,0.61377,0,0
Sun May 14 15:08:55 2017,-1,0,1,8,17,-1,-4,-10,10.6875,25.5,-0.625,0.360352,0.783691,0.61377,0,0
Sun May 14 15:08:55 2017,-1,-2,-2,-2,2,-1,1,8,10.6875,25.5,-0.625,0.360352,0.783691,0.61377,0,0
Sun May 14 15:08:55 2017,0,-1,-3,-10,-4,0,2,5,0.1875,30.9375,-3.5,0.357422,0.820801,0.620605,0,0
Sun May 14 15:08:55 2017,0,-1,-3,-10,-4,0,2,5,0.1875,30.9375,-3.5,0.357422,0.820801,0.620605,0,0
Sun May 14 15:08:55 2017,0,-1,-3,-10,-4,0,2,5,0.1875,30.9375,-3.5,0.357422,0.820801,0.620605,0,0
Sun May 14 15:08:55 2017,-2,-2,-3,-1,-4,-2,-3,-5,-9.125,36.875,-8.9375,0.352051,0.816895,0.646484,0,0
Sun May 14 15:08:55 2017,-2,-2,-3,-1,-4,-2,-3,-5,-9.125,36.875,-8.9375,0.352051,0.816895,0.646484,0,0
Sun May 14 15:08:55 2017,-2,-2,-3,-1,-4,-2,-3,-5,-9.125,36.875,-8.9375,0.352051,0.816895,0.646484,0,0
Sun May 14 15:08:55 2017,-1,-3,-3,-3,-2,-1,-2,0,-9.125,36.875,-8.9375,0.352051,0.816895,0.646484,0,0
Sun May 14 15:08:55 2017,0,0,3,12,3,0,-1,-2,-20.125,40.9375,-15.125,0.319336,0.790527,0.657227,0,0
Sun May 14 15:08:55 2017,0,0,3,12,3,0,-1,-2,-20.125,40.9375,-15.125,0.319336,0.790527,0.657227,0,0
Sun May 14 15:08:55 2017,-17,0,2,1,-1,0,0,-1,-20.125,40.9375,-15.125,0.319336,0.790527,0.657227,0,0
Sun May 14 15:08:55 2017,0,-1,-1,-5,-4,-2,-3,-2,-15.5625,44.625,-21.75,0.293945,0.787598,0.672852,0,0
Sun May 14 15:08:55 2017,0,-1,-1,-5,-4,-2,-3,-2,-15.5625,44.625,-21.75,0.293945,0.787598,0.672852,0,0
Sun May 14 15:08:55 2017,0,-1,-1,-5,-4,-2,-3,-2,-15.5625,44.625,-21.75,0.293945,0.787598,0.672852,0,0
Sun May 14 15:08:55 2017,-4,1,-1,-3,-3,-1,-1,-1,-7.0625,49,-29.375,0.259277,0.802734,0.675781,0,0
Sun May 14 15:08:55 2017,-4,1,-1,-3,-3,-1,-1,-1,-7.0625,49,-29.375,0.259277,0.802734,0.675781,0,0
Sun May 14 15:08:55 2017,-4,1,-1,-3,-3,-1,-1,-1,-7.0625,49,-29.375,0.259277,0.802734,0.675781,0,0
Sun May 14 15:08:55 2017,3,-2,-3,-4,0,0,-1,-2,-7.0625,53.3125,-37.3125,0.22998,0.827148,0.660156,0,0
Sun May 14 15:08:55 2017,4,-2,-3,-6,-6,0,0,1,-7.0625,53.3125,-37.3125,0.22998,0.827148,0.660156,0,0
Sun May 14 15:08:55 2017,4,-2,-3,-6,-6,0,0,1,-7.0625,53.3125,-37.3125,0.22998,0.827148,0.660156,0,0
Sun May 14 15:08:55 2017,3,1,0,-3,-3,-3,-3,-1,-7.0625,53.3125,-37.3125,0.22998,0.827148,0.660156,0,0
Sun May 14 15:08:55 2017,-3,1,1,0,-2,-2,-1,-2,-15.1875,54,-45.9375,0.171875,0.820312,0.638184,0,0
Sun May 14 15:08:55 2017,-3,1,1,0,-2,-2,-1,-2,-15.1875,54,-45.9375,0.171875,0.820312,0.638184,0,0
Sun May 14 15:08:55 2017,-3,1,1,0,-2,-2,-1,-2,-15.1875,54,-45.9375,0.171875,0.820312,0.638184,0,0
