Time Stamp,C0,C1,C2,C3,C4,C5,C6,C7,Gx,Gy,Gz,Ax,Ay,Az,Typing,Active
Sun May 14 15:09:02 2017,-9,-2,3,5,-4,-2,-1,-2,186.1875,139.625,-58.8125,0.583008,0.84082,1.242676,0,1
Sun May 14 15:09:02 2017,-9,-2,3,5,-4,-2,-1,-2,186.1875,139.625,-58.8125,0.583008,0.84082,1.242676,0,1
Sun May 14 15:09:02 2017,-9,-2,3,5,-4,-2,-1,-2,186.1875,139.625,-58.8125,0.583008,0.84082,1.242676,0,1
Sun May 14 15:09:02 2017,-7,-69,-14,-6,-6,-6,-6,-4,145.25,170.875,-99.125,0.164551,1.175781,1.202637,0,1
Sun May 14 15:09:02 2017,-7,-69,-14,-6,-6,-6,-6,-4,145.25,170.875,-99.125,0.164551,1.175781,1.202637,0,1
Sun May 14 15:09:02 2017,-7,-69,-14,-6,-6,-6,-6,-4,145.25,170.875,-99.125,0.164551,1.175781,1.202637,0,1
Sun May 14 15:09:02 2017,-7,-69,-14,-6,-6,-6,-6,-4,145.25,170.875,-99.125,0.164551,1.175781,1.202637,0,1
Sun May 14 15:09:02 2017,6,44,9,-8,-2,-1,-3,-11,26.8125,182.1875,-146.875,-0.415039,1.206543,1.064453,0,1
Sun May 14 15:09:02 2017,6,44,9,-8,-2,-1,-3,-11,26.8125,182.1875,-146.875,-0.415039,1.206543,1.064453,0,1
Sun May 14 15:09:02 2017,-34,-85,-17,-3,-2,0,-1,-1,26.8125,182.1875,-146.875,-0.415039,1.206543,1.064453,0,1
Sun May 14 15:09:02 2017,-34,-85,-17,-3,-2,0,-1,-1,26.8125,182.1875,-146.875,-0.415039,1.206543,1.064453,0,1
Sun May 14 15:09:02 2017,-27,-28,6,4,3,4,5,8,-46.8125,182.375,-155.1875,-0.536621,1.12793,0.89209,0,1
Sun May 14 15:09:02 2017,-27,-28,6,4,3,4,5,8,-46.8125,182.375,-155.1875,-0.536621,1.12793,0.89209,0,1
Sun May 14 15:09:02 2017,-19,9,-3,-5,-4,-4,-5,-9,-56.3125,191.5625,-156,-0.599609,0.951172,0.78125,0,1
Sun May 14 15:09:02 2017,-19,9,-3,-5,-4,-4,-5,-9,-56.3125,191.5625,-156,-0.599609,0.951172,0.78125,0,1
Sun May 14 15:09:03 2017,-19,9,-3,-5,-4,-4,-5,-9,-56.3125,191.5625,-156,-0.599609,0.951172,0.78125,0,1
Sun May 14 15:09:03 2017,-19,9,-3,-5,-4,-4,-5,-9,-56.3125,191.5625,-156,-0.599609,0.951172,0.78125,0,1
Sun May 14 15:09:03 2017,-9,25,8,-2,-2,-2,-1,-6,13.5,188.4375,-161.25,-0.534668,0.659668,0.681152,0,1
Sun May 14 15:09:03 2017,-9,25,8,-2,-2,-2,-1,-6,13.5,188.4375,-161.25,-0.534668,0.659668,0.681152,0,1
Sun May 14 15:09:03 2017,6,11,10,0,0,-1,-1,-1,13.5,188.4375,-161.25,-0.534668,0.659668,0.681152,0,1
Sun May 14 15:09:03 2017,6,11,10,0,0,-1,-1,-1,13.5,188.4375,-161.25,-0.534668,0.659668,0.681152,0,1
Sun May 14 15:09:03 2017,15,7,1,1,-3,-3,0,1,114.4375,166,-169.8125,-0.484375,0.524902,0.587891,0,1
Sun May 14 15:09:03 2017,15,7,1,1,-3,-3,0,1,114.4375,166,-169.8125,-0.484375,0.524902,0.587891,0,1
Sun May 14 15:09:03 2017,-2,47,8,3,3,2,6,2,173.5625,130.375,-174.0625,-0.60791,0.57373,0.498535,0,1
Sun May 14 15:09:03 2017,8,33,4,-4,-4,-2,-2,-2,173.5625,130.375,-174.0625,-0.60791,0.57373,0.498535,0,1
Sun May 14 15:09:03 2017,8,33,4,-4,-4,-2,-2,-2,173.5625,130.375,-174.0625,-0.60791,0.57373,0.498535,0,1
Sun May 14 15:09:03 2017,8,33,4,-4,-4,-2,-2,-2,173.5625,130.375,-174.0625,-0.60791,0.57373,0.498535,0,1
Sun May 14 15:09:03 2017,-3,0,-2,2,2,-1,-1,1,163.6875,82.5,-165.6875,-0.76123,0.628418,0.411621,0,1
Sun May 14 15:09:03 2017,-3,0,-2,2,2,-1,-1,1,163.6875,82.5,-165.6875,-0.76123,0.628418,0.411621,0,1
Sun May 14 15:09:03 2017,-3,0,-2,2,2,-1,-1,1,163.6875,82.5,-165.6875,-0.76123,0.628418,0.411621,0,1
Sun May 14 15:09:03 2017,-12,7,13,5,1,0,-2,-6,163.6875,82.5,-165.6875,-0.76123,0.628418,0.411621,0,1
Sun May 14 15:09:03 2017,26,33,4,0,-2,-1,-1,5,120.1875,27.8125,-141.3125,-0.789062,0.624023,0.369629,0,1
Sun May 14 15:09:03 2017,26,33,4,0,-2,-1,-1,5,120.1875,27.8125,-141.3125,-0.789062,0.624023,0.369629,0,1
Sun May 14 15:09:03 2017,26,33,4,0,-2,-1,-1,5,120.1875,27.8125,-141.3125,-0.789062,0.624023,0.369629,0,1
Sun May 14 15:09:03 2017,-16,21,23,1,-1,-1,-2,-6,84.125,-12.0625,-116.1875,-0.677734,0.566895,0.347168,0,1
Sun May 14 15:09:03 2017,-16,21,23,1,-1,-1,-2,-6,84.125,-12.0625,-116.1875,-0.677734,0.566895,0.347168,0,1
Sun May 14 15:09:03 2017,-16,21,23,1,-1,-1,-2,-6,84.125,-12.0625,-116.1875,-0.677734,0.566895,0.347168,0,1
Sun May 14 15:09:03 2017,9,-44,-37,-7,-3,-3,-4,-3,84.125,-12.0625,-116.1875,-0.677734,0.566895,0.347168,0,1
Sun May 14 15:09:03 2017,31,-4,16,4,0,-1,5,17,78.6875,-45.625,-97.0625,-0.591309,0.422363,0.376953,0,1
Sun May 14 15:09:03 2017,31,-4,16,4,0,-1,5,17,78.6875,-45.625,-97.0625,-0.591309,0.422363,0.376953,0,1
Sun May 14 15:09:03 2017,-33,-51,-13,-6,-2,-1,-2,-7,78.6875,-45.625,-97.0625,-0.591309,0.422363,0.376953,0,1
Sun May 14 15:09:03 2017,18,29,-13,-1,1,1,0,-1,102.6875,-83.5,-80.375,-0.541016,0.258789,0.439941,0,1
Sun May 14 15:09:03 2017,18,29,-13,-1,1,1,0,-1,102.6875,-83.5,-80.375,-0.541016,0.258789,0.439941,0,1
Sun May 14 15:09:03 2017,18,29,-13,-1,1,1,0,-1,102.6875,-83.5,-80.375,-0.541016,0.258789,0.439941,0,1
Sun May 14 15:09:03 2017,-29,-57,-14,-6,0,-1,-5,-18,119.375,-121.8125,-56.375,-0.463867,0.265137,0.495605,0,1
Sun May 14 15:09:03 2017,-29,-57,-14,-6,0,-1,-5,-18,119.375,-121.8125,-56.375,-0.463867,0.265137,0.495605,0,1
Sun May 14 15:09:03 2017,-29,-57,-14,-6,0,-1,-5,-18,119.375,-121.8125,-56.375,-0.463867,0.265137,0.495605,0,1
Sun May 14 15:09:03 2017,0,-110,-36,-6,-4,-3,-1,5,101.9375,-155.5,-25.5625,-0.359863,0.389648,0.550293,0,1
Sun May 14 15:09:03 2017,-8,-68,-9,4,2,9,1,0,101.9375,-155.5,-25.5625,-0.359863,0.389648,0.550293,0,1
Sun May 14 15:09:03 2017,-8,-68,-9,4,2,9,1,0,101.9375,-155.5,-25.5625,-0.359863,0.389648,0.550293,0,1
Sun May 14 15:09:03 2017,9,35,12,0,1,0,-1,-2,101.9375,-155.5,-25.5625,-0.359863,0.389648,0.550293,0,1
Sun May 14 15:09:03 2017,0,-19,-22,-6,0,-2,0,4,52.9375,-185.0625,-6.5,-0.24707,0.475586,0.539062,0,1
Sun May 14 15:09:03 2017,0,-19,-22,-6,0,-2,0,4,52.9375,-185.0625,-6.5,-0.24707,0.475586,0.539062,0,1
Sun May 14 15:09:03 2017,0,-19,-22,-6,0,-2,0,4,52.9375,-185.0625,-6.5,-0.24707,0.475586,0.539062,0,1
Sun May 14 15:09:03 2017,-16,-27,-22,-6,-1,-4,-2,-5,18.625,-195.6875,-3.125,-0.054199,0.386719,0.587891,0,1
Sun May 14 15:09:03 2017,-24,-16,1,5,0,-2,1,-4,18.625,-195.6875,-3.125,-0.054199,0.386719,0.587891,0,1
Sun May 14 15:09:03 2017,-24,-16,1,5,0,-2,1,-4,18.625,-195.6875,-3.125,-0.054199,0.386719,0.587891,0,1
Sun May 14 15:09:03 2017,7,41,20,-2,-2,-1,0,-1,30.8125,-196.75,-0.3125,0.112305,0.297363,0.718262,0,1
Sun May 14 15:09:03 2017,7,-12,-14,-5,-6,-8,-9,5,30.8125,-196.75,-0.3125,0.112305,0.297363,0.718262,0,1
Sun May 14 15:09:03 2017,7,-12,-14,-5,-6,-8,-9,5,30.8125,-196.75,-0.3125,0.112305,0.297363,0.718262,0,1
Sun May 14 15:09:03 2017,7,-12,-14,-5,-6,-8,-9,5,30.8125,-196.75,-0.3125,0.112305,0.297363,0.718262,0,1
Sun May 14 15:09:03 2017,4,-16,6,1,3,15,7,1,30.625,-196.6875,4.6875,0.208984,0.287109,0.692383,0,1
Sun May 14 15:09:03 2017,4,-16,6,1,3,15,7,1,30.625,-196.6875,4.6875,0.208984,0.287109,0.692383,0,1
Sun May 14 15:09:03 2017,4,-16,6,1,3,15,7,1,30.625,-196.6875,4.6875,0.208984,0.287109,0.692383,0,1
Sun May 14 15:09:03 2017,22,81,13,6,0,0,0,6,11.9375,-187,6.9375,0.244141,0.321777,0.657715,0,1
Sun May 14 15:09:03 2017,-7,7,-13,-4,0,2,15,4,11.9375,-187,6.9375,0.244141,0.321777,0.657715,0,1
Sun May 14 15:09:03 2017,-7,7,-13,-4,0,2,15,4,11.9375,-187,6.9375,0.244141,0.321777,0.657715,0,1
Sun May 14 15:09:03 2017,-19,-28,-11,0,1,0,-3,-3,11.9375,-187,6.9375,0.244141,0.321777,0.657715,0,1
Sun May 14 15:09:03 2017,3,32,4,-6,-7,-14,-7,0,7.5,-174.25,12.625,0.24707,0.35498,0.624023,0,1
Sun May 14 15:09:03 2017,3,32,4,-6,-7,-14,-7,0,7.5,-174.25,12.625,0.24707,0.35498,0.624023,0,1
Sun May 14 15:09:03 2017,-11,4,2,-3,-3,-6,2,-3,7.5,-174.25,12.625,0.24707,0.35498,0.624023,0,1
Sun May 14 15:09:03 2017,20,0,-4,-1,0,-2,0,1,16,-160,15.375,0.291504,0.338379,0.624023,0,1
Sun May 14 15:09:03 2017,20,0,-4,-1,0,-2,0,1,16,-160,15.375,0.291504,0.338379,0.624023,0,1
Sun May 14 15:09:03 2017,20,0,-4,-1,0,-2,0,1,16,-160,15.375,0.291504,0.338379,0.624023,0,1
Sun May 14 15:09:03 2017,-35,3,-18,-6,-4,-3,-10,-20,38.75,-145.1875,9.4375,0.277832,0.327637,0.683594,0,1
Sun May 14 15:09:03 2017,27,9,7,0,-1,-4,-6,3,38.75,-145.1875,9.4375,0.277832,0.327637,0.683594,0,1
Sun May 14 15:09:03 2017,27,9,7,0,-1,-4,-6,3,38.75,-145.1875,9.4375,0.277832,0.327637,0.683594,0,1
Sun May 14 15:09:03 2017,-12,5,8,0,-2,-3,-5,-10,38.75,-145.1875,9.4375,0.277832,0.327637,0.683594,0,1
Sun May 14 15:09:03 2017,-23,-17,-12,-3,-4,-4,-2,-7,75.0625,-126.1875,11.125,0.227051,0.386719,0.71582,0,1
Sun May 14 15:09:03 2017,-23,-17,-12,-3,-4,-4,-2,-7,75.0625,-126.1875,11.125,0.227051,0.386719,0.71582,0,1
Sun May 14 15:09:03 2017,5,-35,-27,-3,-1,-2,-2,0,75.0625,-126.1875,11.125,0.227051,0.386719,0.71582,0,1
Sun May 14 15:09:03 2017,15,-1,1,1,-1,0,-5,-2,101.0625,-101.9375,12.6875,0.205566,0.51416,0.700195,0,1
Sun May 14 15:09:03 2017,15,-1,1,1,-1,0,-5,-2,101.0625,-101.9375,12.6875,0.205566,0.51416,0.700195,0,1
Sun May 14 15:09:03 2017,15,-1,1,1,-1,0,-5,-2,101.0625,-101.9375,12.6875,0.205566,0.51416,0.700195,0,1
Sun May 14 15:09:03 2017,-5,-11,11,3,-3,-9,-2,0,83.75,-79.125,10.0625,0.146484,0.632324,0.712891,0,1
Sun May 14 15:09:03 2017,-18,-4,5,0,-2,-5,-9,2,83.75,-79.125,10.0625,0.146484,0.632324,0.712891,0,1
Sun May 14 15:09:03 2017,-18,-4,5,0,-2,-5,-9,2,83.75,-79.125,10.0625,0.146484,0.632324,0.712891,0,1
Sun May 14 15:09:03 2017,-18,-4,5,0,-2,-5,-9,2,83.75,-79.125,10.0625,0.146484,0.632324,0.712891,0,1
Sun May 14 15:09:03 2017,-20,11,12,3,3,-1,4,-1,55.1875,-63.25,12.25,0.108398,0.706543,0.654785,0,1
Sun May 14 15:09:03 2017,-20,11,12,3,3,-1,4,-1,55.1875,-63.25,12.25,0.108398,0.706543,0.654785,0,1
Sun May 14 15:09:03 2017,-20,11,12,3,3,-1,4,-1,55.1875,-63.25,12.25,0.108398,0.706543,0.654785,0,1
Sun May 14 15:09:03 2017,-4,-3,10,0,-1,-5,-6,-3,31.6875,-57.0625,9.875,0.090332,0.720703,0.641602,0,1
Sun May 14 15:09:03 2017,-4,-2,-5,2,3,4,2,-1,31.6875,-57.0625,9.875,0.090332,0.720703,0.641602,0,1
Sun May 14 15:09:03 2017,-4,-2,-5,2,3,4,2,-1,31.6875,-57.0625,9.875,0.090332,0.720703,0.641602,0,1
Sun May 14 15:09:03 2017,9,50,14,0,-2,-1,-3,-4,22.9375,-57.9375,10.375,0.083008,0.707031,0.619629,0,1
Sun May 14 15:09:03 2017,-17,-28,-3,0,0,-3,-1,-10,22.9375,-57.9375,10.375,0.083008,0.707031,0.619629,0,1
Sun May 14 15:09:03 2017,-17,-28,-3,0,0,-3,-1,-10,22.9375,-57.9375,10.375,0.083008,0.707031,0.619629,0,1
Sun May 14 15:09:03 2017,-17,-28,-3,0,0,-3,-1,-10,22.9375,-57.9375,10.375,0.083008,0.707031,0.619629,0,1
Sun May 14 15:09:03 2017,-14,-26,-21,-7,-4,-2,-3,-8,26.3125,-64.625,12.0625,0.091309,0.655762,0.638672,0,1
Sun May 14 15:09:03 2017,-14,-26,-21,-7,-4,-2,-3,-8,26.3125,-64.625,12.0625,0.091309,0.655762,0.638672,0,1
Sun May 14 15:09:03 2017,-14,-26,-21,-7,-4,-2,-3,-8,26.3125,-64.625,12.0625,0.091309,0.655762,0.638672,0,1
Sun May 14 15:09:03 2017,9,-5,5,2,1,0,2,8,26.3125,-64.625,12.0625,0.091309,0.655762,0.638672,0,1
Sun May 14 15:09:03 2017,-9,-11,11,10,3,1,-1,-2,40.0625,-63.625,7.4375,0.181641,0.684082,0.588867,0,1
Sun May 14 15:09:03 2017,-9,-11,11,10,3,1,-1,-2,40.0625,-63.625,7.4375,0.181641,0.684082,0.588867,0,1
Sun May 14 15:09:03 2017,6,13,16,0,-3,-7,-2,-1,36.4375,-55.6875,7.9375,0.191406,0.808594,0.538574,0,1
Sun May 14 15:09:03 2017,13,13,5,-2,-2,-2,-1,2,36.4375,-55.6875,7.9375,0.191406,0.808594,0.538574,0,1
Sun May 14 15:09:03 2017,13,13,5,-2,-2,-2,-1,2,36.4375,-55.6875,7.9375,0.191406,0.808594,0.538574,0,1
Sun May 14 15:09:03 2017,13,13,5,-2,-2,-2,-1,2,36.4375,-55.6875,7.9375,0.191406,0.808594,0.538574,0,1
Sun May 14 15:09:03 2017,-4,-16,-3,-3,-1,-3,-2,0,7.125,-48.1875,13.3125,0.189941,0.868164,0.539062,0,1
Sun May 14 15:09:03 2017,-4,-16,-3,-3,-1,-3,-2,0,7.125,-48.1875,13.3125,0.189941,0.868164,0.539062,0,1
Sun May 14 15:09:03 2017,-4,-16,-3,-3,-1,-3,-2,0,7.125,-48.1875,13.3125,0.189941,0.868164,0.539062,0,1
Sun May 14 15:09:03 2017,-4,-16,-3,-3,-1,-3,-2,0,7.125,-48.1875,13.3125,0.189941,0.868164,0.539062,0,1
Sun May 14 15:09:03 2017,-4,-10,-7,1,1,0,0,0,-23,-37.0625,13.1875,0.203613,0.804688,0.533203,0,1
Sun May 14 15:09:03 2017,-4,-10,-7,1,1,0,0,0,-23,-37.0625,13.1875,0.203613,0.804688,0.533203,0,1
Sun May 14 15:09:03 2017,-3,42,20,5,0,1,0,2,-23,-37.0625,13.1875,0.203613,0.804688,0.533203,0,1
Sun May 14 15:09:03 2017,-3,42,20,5,0,1,0,2,-23,-37.0625,13.1875,0.203613,0.804688,0.533203,0,1
Sun May 14 15:09:03 2017,4,22,-8,-6,-2,0,-2,-3,-30.1875,-26.25,14.0625,0.204102,0.735352,0.543945,0,1
Sun May 14 15:09:03 2017,4,22,-8,-6,-2,0,-2,-3,-30.1875,-26.25,14.0625,0.204102,0.735352,0.543945,0,1
Sun May 14 15:09:03 2017,-8,-25,-2,-2,-1,-1,0,-1,-10.875,-16.375,11.375,0.169922,0.722168,0.554199,0,1
Sun May 14 15:09:03 2017,13,32,13,8,1,1,1,2,-10.875,-16.375,11.375,0.169922,0.722168,0.554199,0,1
Sun May 14 15:09:03 2017,13,32,13,8,1,1,1,2,-10.875,-16.375,11.375,0.169922,0.722168,0.554199,0,1
Sun May 14 15:09:03 2017,13,32,13,8,1,1,1,2,-10.875,-16.375,11.375,0.169922,0.722168,0.554199,0,1
Sun May 14 15:09:03 2017,-7,-1,-3,-5,-5,-4,-4,-6,10.875,-7.625,10.375,0.192871,0.751953,0.577637,0,1
Sun May 14 15:09:03 2017,-7,-1,-3,-5,-5,-4,-4,-6,10.875,-7.625,10.375,0.192871,0.751953,0.577637,0,1
Sun May 14 15:09:03 2017,-1,3,5,1,-1,-1,1,1,10.875,-7.625,10.375,0.192871,0.751953,0.577637,0,1
Sun May 14 15:09:03 2017,-1,3,5,1,-1,-1,1,1,10.875,-7.625,10.375,0.192871,0.751953,0.577637,0,1
Sun May 14 15:09:03 2017,-5,-1,-1,-3,0,-1,0,-2,15.375,-2,9.0625,0.191406,0.777832,0.608398,0,1
Sun May 14 15:09:03 2017,-5,-1,-1,-3,0,-1,0,-2,15.375,-2,9.0625,0.191406,0.777832,0.608398,0,1
Sun May 14 15:09:03 2017,13,-16,-3,-5,-2,-1,-1,3,11.25,-0.0625,6.6875,0.208496,0.835938,0.604004,0,1
Sun May 14 15:09:03 2017,-5,10,2,-3,-3,1,0,-1,11.25,-0.0625,6.6875,0.208496,0.835938,0.604004,0,1
Sun May 14 15:09:03 2017,-5,10,2,-3,-3,1,0,-1,11.25,-0.0625,6.6875,0.208496,0.835938,0.604004,0,1
Sun May 14 15:09:03 2017,-5,10,2,-3,-3,1,0,-1,11.25,-0.0625,6.6875,0.208496,0.835938,0.604004,0,1
Sun May 14 15:09:03 2017,8,-3,-5,-6,-2,-1,1,1,0.1875,-2.125,9.0625,0.17334,0.829102,0.605469,0,1
Sun May 14 15:09:03 2017,8,-3,-5,-6,-2,-1,1,1,0.1875,-2.125,9.0625,0.17334,0.829102,0.605469,0,1
Sun May 14 15:09:03 2017,8,-3,-5,-6,-2,-1,1,1,0.1875,-2.125,9.0625,0.17334,0.829102,0.605469,0,1
Sun May 14 15:09:03 2017,0,-8,-21,-12,-4,-1,-3,0,-5.875,-6.9375,7.75,0.17627,0.845215,0.589355,0,1
Sun May 14 15:09:03 2017,8,19,20,7,-1,-1,0,-1,-5.875,-6.9375,7.75,0.17627,0.845215,0.589355,0,1
Sun May 14 15:09:03 2017,8,19,20,7,-1,-1,0,-1,-5.875,-6.9375,7.75,0.17627,0.845215,0.589355,0,1
Sun May 14 15:09:03 2017,1,5,-42,-12,8,1,0,-1,-5.875,-6.9375,7.75,0.17627,0.845215,0.589355,0,1
Sun May 14 15:09:03 2017,1,5,-42,-12,8,1,0,-1,-9.5625,-7.875,3.5,0.185547,0.848145,0.600586,0,1
Sun May 14 15:09:03 2017,-7,-3,1,5,1,0,-1,0,-9.5625,-7.875,3.5,0.185547,0.848145,0.600586,0,1
Sun May 14 15:09:03 2017,-7,-3,1,5,1,0,-1,0,-9.5625,-7.875,3.5,0.185547,0.848145,0.600586,0,1
Sun May 14 15:09:03 2017,-18,10,40,20,3,1,0,0,-18.375,-8.8125,4.125,0.197266,0.878418,0.583496,0,1
Sun May 14 15:09:03 2017,-4,1,-3,6,-1,-5,-3,-3,-18.375,-8.8125,4.125,0.197266,0.878418,0.583496,0,1
Sun May 14 15:09:03 2017,-4,1,-3,6,-1,-5,-3,-3,-18.375,-8.8125,4.125,0.197266,0.878418,0.583496,0,1
Sun May 14 15:09:03 2017,-22,-16,6,-1,0,3,1,-3,-18.375,-8.8125,4.125,0.197266,0.878418,0.583496,0,1
Sun May 14 15:09:03 2017,-2,21,31,14,4,-1,-1,-2,-28.9375,-4.6875,7,0.212891,0.768066,0.704102,0,1
Sun May 14 15:09:03 2017,-2,21,31,14,4,-1,-1,-2,-28.9375,-4.6875,7,0.212891,0.768066,0.704102,0,1
Sun May 14 15:09:03 2017,-2,21,31,14,4,-1,-1,-2,-28.9375,-4.6875,7,0.212891,0.768066,0.704102,0,1
Sun May 14 15:09:03 2017,-14,-16,-31,-34,-13,10,4,-2,-31.125,-0.8125,7.3125,0.1875,0.728027,0.729004,0,1
Sun May 14 15:09:03 2017,-14,-16,-31,-34,-13,10,4,-2,-31.125,-0.8125,7.3125,0.1875,0.728027,0.729004,0,1
Sun May 14 15:09:03 2017,-14,-16,-31,-34,-13,10,4,-2,-31.125,-0.8125,7.3125,0.1875,0.728027,0.729004,0,1
Sun May 14 15:09:03 2017,7,0,-3,-2,-4,-7,-2,4,-31.125,-0.8125,7.3125,0.1875,0.728027,0.729004,0,1
Sun May 14 15:09:03 2017,12,1,-5,0,-1,-7,-4,3,-9.9375,0.8125,-2.5,0.17627,0.744141,0.705078,0,1
Sun May 14 15:09:03 2017,12,1,-5,0,-1,-7,-4,3,-9.9375,0.8125,-2.5,0.17627,0.744141,0.705078,0,1
Sun May 14 15:09:03 2017,-2,-24,-24,-10,-4,-3,-4,-7,-9.9375,0.8125,-2.5,0.17627,0.744141,0.705078,0,1
Sun May 14 15:09:03 2017,17,-3,-32,-8,-1,-4,-3,3,4.1875,1.625,-4.6875,0.170898,0.765137,0.645996,0,1
Sun May 14 15:09:03 2017,17,-3,-32,-8,-1,-4,-3,3,4.1875,1.625,-4.6875,0.170898,0.765137,0.645996,0,1
Sun May 14 15:09:03 2017,17,-3,-32,-8,-1,-4,-3,3,4.1875,1.625,-4.6875,0.170898,0.765137,0.645996,0,1
Sun May 14 15:09:03 2017,17,-3,-32,-8,-1,-4,-3,3,4.1875,1.625,-4.6875,0.170898,0.765137,0.645996,0,1
Sun May 14 15:09:03 2017,-19,-6,-20,-8,-7,-7,-7,-9,-4.875,0.375,-3.125,0.161133,0.754883,0.612305,0,1
Sun May 14 15:09:03 2017,-19,-6,-20,-8,-7,-7,-7,-9,-4.875,0.375,-3.125,0.161133,0.754883,0.612305,0,1
Sun May 14 15:09:03 2017,-19,-6,-20,-8,-7,-7,-7,-9,-4.875,0.375,-3.125,0.161133,0.754883,0.612305,0,1
Sun May 14 15:09:03 2017,-9,-19,21,1,-1,0,-1,-1,-15.375,0.5625,-1.5625,0.17334,0.763672,0.597168,0,1
Sun May 14 15:09:03 2017,-9,-19,21,1,-1,0,-1,-1,-15.375,0.5625,-1.5625,0.17334,0.763672,0.597168,0,1
Sun May 14 15:09:03 2017,6,43,0,26,13,7,-2,1,-15.375,0.5625,-1.5625,0.17334,0.763672,0.597168,0,1
Sun May 14 15:09:03 2017,6,14,29,14,8,-1,-3,-2,-20.0625,3.875,-0.5625,0.176758,0.702637,0.596191,0,1
Sun May 14 15:09:03 2017,6,14,29,14,8,-1,-3,-2,-20.0625,3.875,-0.5625,0.176758,0.702637,0.596191,0,1
Sun May 14 15:09:03 2017,6,14,29,14,8,-1,-3,-2,-20.0625,3.875,-0.5625,0.176758,0.702637,0.596191,0,1
Sun May 14 15:09:03 2017,-15,-27,-9,-10,-10,-7,-6,-10,-19.8125,6.125,0,0.178223,0.629883,0.575684,0,1
Sun May 14 15:09:03 2017,-15,-27,-9,-10,-10,-7,-6,-10,-19.8125,6.125,0,0.178223,0.629883,0.575684,0,1
Sun May 14 15:09:03 2017,-15,-27,-9,-10,-10,-7,-6,-10,-19.8125,6.125,0,0.178223,0.629883,0.575684,0,1
Sun May 14 15:09:03 2017,-15,-27,-9,-10,-10,-7,-6,-10,-19.8125,6.125,0,0.178223,0.629883,0.575684,0,1
Sun May 14 15:09:03 2017,1,-22,3,-1,-2,5,-1,0,-11.375,8,0.8125,0.206055,0.620605,0.573242,0,1
Sun May 14 15:09:03 2017,1,-22,3,-1,-2,5,-1,0,-11.375,8,0.8125,0.206055,0.620605,0.573242,0,1
Sun May 14 15:09:03 2017,18,36,45,14,0,-3,0,8,-11.375,8,0.8125,0.206055,0.620605,0.573242,0,1
Sun May 14 15:09:03 2017,18,36,45,14,0,-3,0,8,12.0625,12,0.375,0.231934,0.622559,0.61084,0,1
Sun May 14 15:09:03 2017,9,21,-10,-8,-1,-3,1,6,12.0625,12,0.375,0.231934,0.622559,0.61084,0,1
Sun May 14 15:09:03 2017,9,21,-10,-8,-1,-3,1,6,12.0625,12,0.375,0.231934,0.622559,0.61084,0,1
Sun May 14 15:09:03 2017,0,15,8,5,2,3,2,4,32.625,21.75,0,0.242188,0.79541,0.662109,0,1
Sun May 14 15:09:03 2017,0,15,8,5,2,3,2,4,32.625,21.75,0,0.242188,0.79541,0.662109,0,1
Sun May 14 15:09:03 2017,0,15,8,5,2,3,2,4,32.625,21.75,0,0.242188,0.79541,0.662109,0,1
Sun May 14 15:09:03 2017,0,15,8,5,2,3,2,4,32.625,21.75,0,0.242188,0.79541,0.662109,0,1
Sun May 14 15:09:03 2017,-1,-23,-20,-8,-3,-2,-2,-2,4,33.4375,0.5625,0.227539,0.899414,0.69043,0,1
Sun May 14 15:09:04 2017,-1,-23,-20,-8,-3,-2,-2,-2,4,33.4375,0.5625,0.227539,0.899414,0.69043,0,1
Sun May 14 15:09:04 2017,-9,-3,-3,-16,-11,-3,-4,-5,4,33.4375,0.5625,0.227539,0.899414,0.69043,0,1
Sun May 14 15:09:04 2017,17,80,-6,-8,0,-7,0,3,-24.75,45.5,4,0.223145,0.845703,0.73584,0,1
Sun May 14 15:09:04 2017,17,80,-6,-8,0,-7,0,3,-24.75,45.5,4,0.223145,0.845703,0.73584,0,1
Sun May 14 15:09:04 2017,17,80,-6,-8,0,-7,0,3,-24.75,45.5,4,0.223145,0.845703,0.73584,0,1
Sun May 14 15:09:04 2017,19,26,20,-13,-5,3,3,8,-22.125,54.1875,1.5625,0.225098,0.762695,0.780762,0,1
Sun May 14 15:09:04 2017,-9,-52,18,5,-1,-4,-2,1,-22.125,54.1875,1.5625,0.225098,0.762695,0.780762,0,1
Sun May 14 15:09:04 2017,-9,-52,18,5,-1,-4,-2,1,-22.125,54.1875,1.5625,0.225098,0.762695,0.780762,0,1
Sun May 14 15:09:04 2017,-9,-52,18,5,-1,-4,-2,1,-22.125,54.1875,1.5625,0.225098,0.762695,0.780762,0,1
Sun May 14 15:09:04 2017,-17,-23,-8,-12,-5,-1,-2,-5,-4.0625,65.9375,-2.1875,0.225586,0.81543,0.804199,0,1
Sun May 14 15:09:04 2017,-17,-23,-8,-12,-5,-1,-2,-5,-4.0625,65.9375,-2.1875,0.225586,0.81543,0.804199,0,1
Sun May 14 15:09:04 2017,15,3,11,-8,-1,-1,-2,2,-4.0625,65.9375,-2.1875,0.225586,0.81543,0.804199,0,1
Sun May 14 15:09:04 2017,15,3,11,-8,-1,-1,-2,2,-12,75.3125,-4.5,0.172363,0.839844,0.758789,0,1
Sun May 14 15:09:04 2017,4,20,-4,14,4,2,1,-3,-12,75.3125,-4.5,0.172363,0.839844,0.758789,0,1
