Time Stamp,C0,C1,C2,C3,C4,C5,C6,C7,Gx,Gy,Gz,Ax,Ay,Az,0
Sun May 14 15:03:02 2017,-1,0,0,-1,-2,0,-1,1,-1.0625,0.125,-1.25,0.223145,0.40918,0.862793,0
Sun May 14 15:03:02 2017,-1,0,0,-1,-2,0,-1,1,-1.0625,0.125,-1.25,0.223145,0.40918,0.862793,0
Sun May 14 15:03:02 2017,-1,0,0,-1,-2,0,-1,1,-1.0625,0.125,-1.25,0.223145,0.40918,0.862793,0
Sun May 14 15:03:02 2017,-1,0,0,-1,-2,0,-1,1,-1.0625,0.125,-1.25,0.223145,0.40918,0.862793,0
Sun May 14 15:03:02 2017,-1,-2,0,-1,1,-1,0,-1,-1.375,0.25,-1.125,0.21582,0.410156,0.859863,0
Sun May 14 15:03:02 2017,-1,-2,0,-1,1,-1,0,-1,-1.375,0.25,-1.125,0.21582,0.410156,0.859863,0
Sun May 14 15:03:02 2017,-1,-2,0,-1,1,-1,0,-1,-1.375,0.25,-1.125,0.21582,0.410156,0.859863,0
Sun May 14 15:03:02 2017,-1,-1,1,-1,0,0,-1,0,-0.9375,0.0625,-0.8125,0.216309,0.408691,0.864258,0
Sun May 14 15:03:02 2017,-1,-2,-1,-1,-1,0,-1,-1,-0.9375,0.0625,-0.8125,0.216309,0.408691,0.864258,0
Sun May 14 15:03:02 2017,-1,-2,-1,-1,-1,0,-1,-1,-0.9375,0.0625,-0.8125,0.216309,0.408691,0.864258,0
Sun May 14 15:03:02 2017,-1,-2,-1,-1,-1,0,-1,-1,-0.9375,0.0625,-0.8125,0.216309,0.408691,0.864258,0
Sun May 14 15:03:02 2017,-1,0,0,0,-1,-2,0,-2,-0.0625,-0.125,-0.5625,0.217285,0.40625,0.862305,0
Sun May 14 15:03:02 2017,-1,0,0,0,-1,-2,0,-2,-0.0625,-0.125,-0.5625,0.217285,0.40625,0.862305,0
Sun May 14 15:03:02 2017,-1,0,0,0,-1,-2,0,-2,-0.0625,-0.125,-0.5625,0.217285,0.40625,0.862305,0
Sun May 14 15:03:02 2017,-1,0,0,0,-1,-2,0,-2,-0.0625,-0.125,-0.5625,0.217285,0.40625,0.862305,0
Sun May 14 15:03:02 2017,-1,-2,-2,0,-1,-1,0,-1,0.5625,-0.125,-0.1875,0.216797,0.409668,0.859863,0
Sun May 14 15:03:02 2017,-1,-2,-2,0,-1,-1,0,-1,0.5625,-0.125,-0.1875,0.216797,0.409668,0.859863,0
Sun May 14 15:03:02 2017,0,0,-1,1,-2,-2,2,0,0.5625,-0.125,-0.1875,0.216797,0.409668,0.859863,0
Sun May 14 15:03:02 2017,0,0,-1,-1,0,-2,-1,-1,0.1875,-0.25,0.25,0.217285,0.402344,0.864258,0
Sun May 14 15:03:02 2017,0,0,-1,-1,0,-2,-1,-1,0.1875,-0.25,0.25,0.217285,0.402344,0.864258,0
Sun May 14 15:03:02 2017,0,0,-1,-1,0,-2,-1,-1,0.1875,-0.25,0.25,0.217285,0.402344,0.864258,0
Sun May 14 15:03:02 2017,-1,-1,-2,0,0,0,-1,-1,-0.4375,-0.625,0.5625,0.22168,0.406738,0.86377,0
Sun May 14 15:03:02 2017,-1,-1,-2,0,0,0,-1,-1,-0.4375,-0.625,0.5625,0.22168,0.406738,0.86377,0
Sun May 14 15:03:02 2017,-1,-1,-2,0,0,0,-1,-1,-0.4375,-0.625,0.5625,0.22168,0.406738,0.86377,0
Sun May 14 15:03:02 2017,-1,-1,-2,0,0,0,-1,-1,-0.4375,-0.625,0.5625,0.22168,0.406738,0.86377,0
Sun May 14 15:03:02 2017,0,0,-1,0,-1,-1,-1,0,-0.3125,-0.5625,0.6875,0.224121,0.402344,0.856445,0
Sun May 14 15:03:02 2017,0,-2,0,-2,-2,-1,-1,0,-0.3125,-0.5625,0.6875,0.224121,0.402344,0.856445,0
Sun May 14 15:03:02 2017,0,-2,0,-2,-2,-1,-1,0,-0.3125,-0.5625,0.6875,0.224121,0.402344,0.856445,0
Sun May 14 15:03:02 2017,-1,-2,-3,-1,-1,0,-1,-2,-0.3125,-0.5625,0.6875,0.224121,0.402344,0.856445,0
Sun May 14 15:03:02 2017,-1,-1,-2,-3,-2,-1,-1,-2,-0.125,-0.5,0.5625,0.22168,0.407715,0.853516,0
Sun May 14 15:03:02 2017,-1,-1,-2,-3,-2,-1,-1,-2,-0.125,-0.5,0.5625,0.22168,0.407715,0.853516,0
Sun May 14 15:03:02 2017,-1,-1,-2,-3,-2,-1,-1,-2,-0.125,-0.5,0.5625,0.22168,0.407715,0.853516,0
Sun May 14 15:03:02 2017,0,-1,-1,0,-1,-1,-1,0,-0.875,-0.25,0.125,0.225586,0.405762,0.851562,0
Sun May 14 15:03:02 2017,0,-1,-1,0,-1,-1,-1,0,-0.875,-0.25,0.125,0.225586,0.405762,0.851562,0
Sun May 14 15:03:02 2017,0,-1,-1,0,-1,-1,-1,0,-0.875,-0.25,0.125,0.225586,0.405762,0.851562,0
Sun May 14 15:03:02 2017,0,-1,-1,0,-1,-1,-1,0,-0.875,-0.25,0.125,0.225586,0.405762,0.851562,0
Sun May 14 15:03:02 2017,-2,0,0,-1,-2,-1,-1,0,-2.25,0.0625,-0.25,0.227539,0.405762,0.849121,0
Sun May 14 15:03:02 2017,-2,0,0,-1,-2,-1,-1,0,-2.25,0.0625,-0.25,0.227539,0.405762,0.849121,0
Sun May 14 15:03:02 2017,-2,-2,-1,-2,-1,-1,-1,-1,-2.25,0.0625,-0.25,0.227539,0.405762,0.849121,0
Sun May 14 15:03:02 2017,-2,-2,-1,-2,-1,-1,-1,-1,-2.9375,0.125,-0.375,0.224609,0.399414,0.858398,0
Sun May 14 15:03:02 2017,-1,-2,-2,-3,-1,-1,-1,-2,-2.9375,0.125,-0.375,0.224609,0.399414,0.858398,0
Sun May 14 15:03:02 2017,-1,-2,-2,-3,-1,-1,-1,-2,-2.9375,0.125,-0.375,0.224609,0.399414,0.858398,0
Sun May 14 15:03:02 2017,0,-1,-2,-2,-1,0,-1,-1,-2.1875,-0.0625,-0.4375,0.227539,0.393555,0.867188,0
Sun May 14 15:03:02 2017,0,-1,-2,-2,-1,0,-1,-1,-2.1875,-0.0625,-0.4375,0.227539,0.393555,0.867188,0
Sun May 14 15:03:02 2017,0,-1,-2,-2,-1,0,-1,-1,-2.1875,-0.0625,-0.4375,0.227539,0.393555,0.867188,0
Sun May 14 15:03:02 2017,0,-1,-2,-2,-1,0,-1,-1,-2.1875,-0.0625,-0.4375,0.227539,0.393555,0.867188,0
Sun May 14 15:03:02 2017,0,0,-1,0,-3,-3,-1,-1,-0.8125,-0.1875,-0.8125,0.227051,0.392578,0.863281,0
Sun May 14 15:03:02 2017,0,0,-1,0,-3,-3,-1,-1,-0.8125,-0.1875,-0.8125,0.227051,0.392578,0.863281,0
Sun May 14 15:03:02 2017,-1,-1,0,0,1,-1,-1,-1,-0.8125,-0.1875,-0.8125,0.227051,0.392578,0.863281,0
Sun May 14 15:03:02 2017,-1,-1,0,0,1,-1,-1,-1,-0.8125,-0.1875,-0.8125,0.227051,0.392578,0.863281,0
Sun May 14 15:03:02 2017,0,-2,-1,0,-1,-2,1,-1,-1.25,-0.0625,-1.0625,0.224121,0.398926,0.861328,0
Sun May 14 15:03:02 2017,0,-2,-1,0,-1,-2,1,-1,-1.25,-0.0625,-1.0625,0.224121,0.398926,0.861328,0
Sun May 14 15:03:02 2017,-1,0,-1,-2,0,-1,-1,-2,-1.75,0.1875,-1.0625,0.227539,0.397949,0.862305,0
Sun May 14 15:03:02 2017,-2,0,0,0,-2,0,0,0,-1.75,0.1875,-1.0625,0.227539,0.397949,0.862305,0
Sun May 14 15:03:02 2017,-2,0,0,0,-2,0,0,0,-1.75,0.1875,-1.0625,0.227539,0.397949,0.862305,0
Sun May 14 15:03:02 2017,-2,0,0,0,-2,0,0,0,-1.75,0.1875,-1.0625,0.227539,0.397949,0.862305,0
Sun May 14 15:03:02 2017,-3,-1,-3,0,-2,-1,-1,-1,-1.75,0.1875,-1.1875,0.222656,0.399902,0.861328,0
Sun May 14 15:03:02 2017,-3,-1,-3,0,-2,-1,-1,-1,-1.75,0.1875,-1.1875,0.222656,0.399902,0.861328,0
Sun May 14 15:03:02 2017,-1,-1,0,-1,-2,-2,1,-1,-1.75,0.1875,-1.1875,0.222656,0.399902,0.861328,0
Sun May 14 15:03:02 2017,-1,-1,0,-1,-2,-2,1,-1,-1.75,0.1875,-1.1875,0.222656,0.399902,0.861328,0
Sun May 14 15:03:02 2017,-2,-1,0,-1,0,-2,-1,-3,-1.125,0.25,-1.25,0.221191,0.402344,0.856445,0
Sun May 14 15:03:02 2017,-2,-1,0,-1,0,-2,-1,-3,-1.125,0.25,-1.25,0.221191,0.402344,0.856445,0
Sun May 14 15:03:02 2017,-1,-2,-1,-3,-1,-1,-2,-2,-0.375,0.25,-1.125,0.217773,0.405273,0.86084,0
Sun May 14 15:03:02 2017,0,0,-2,0,-1,-1,0,0,-0.375,0.25,-1.125,0.217773,0.405273,0.86084,0
Sun May 14 15:03:02 2017,0,0,-2,0,-1,-1,0,0,-0.375,0.25,-1.125,0.217773,0.405273,0.86084,0
Sun May 14 15:03:02 2017,0,0,-2,0,-1,-1,0,0,-0.375,0.25,-1.125,0.217773,0.405273,0.86084,0
Sun May 14 15:03:02 2017,0,-1,0,0,0,-1,-1,-1,-0.1875,0,-0.6875,0.21582,0.40625,0.859375,0
Sun May 14 15:03:02 2017,0,-1,0,0,0,-1,-1,-1,-0.1875,0,-0.6875,0.21582,0.40625,0.859375,0
Sun May 14 15:03:02 2017,0,0,-3,-1,0,0,0,0,-0.1875,0,-0.6875,0.21582,0.40625,0.859375,0
Sun May 14 15:03:02 2017,0,0,-3,-1,0,0,0,0,-0.1875,0,-0.6875,0.21582,0.40625,0.859375,0
Sun May 14 15:03:02 2017,-1,0,0,-2,-1,0,0,-1,-0.1875,-0.25,-0.125,0.215332,0.407715,0.862793,0
Sun May 14 15:03:02 2017,-1,0,0,-2,-1,0,0,-1,-0.1875,-0.25,-0.125,0.215332,0.407715,0.862793,0
Sun May 14 15:03:02 2017,-2,-3,-1,-1,0,-1,-2,-1,0.25,-0.375,0.1875,0.218262,0.396973,0.861816,0
Sun May 14 15:03:02 2017,-2,-3,-1,-1,0,-1,-2,-1,0.25,-0.375,0.1875,0.218262,0.396973,0.861816,0
Sun May 14 15:03:02 2017,-2,-3,-1,-1,0,-1,-2,-1,0.25,-0.375,0.1875,0.218262,0.396973,0.861816,0
Sun May 14 15:03:02 2017,-2,-3,-1,-1,0,-1,-2,-1,0.25,-0.375,0.1875,0.218262,0.396973,0.861816,0
Sun May 14 15:03:02 2017,-1,-2,0,-1,-2,0,-1,-2,0.9375,-0.5,0.5625,0.220215,0.398926,0.864258,0
Sun May 14 15:03:02 2017,-1,-2,0,-1,-2,0,-1,-2,0.9375,-0.5,0.5625,0.220215,0.398926,0.864258,0
Sun May 14 15:03:02 2017,0,-2,0,-2,-1,0,1,-1,0.9375,-0.5,0.5625,0.220215,0.398926,0.864258,0
Sun May 14 15:03:02 2017,0,-2,0,-2,-1,0,1,-1,0.9375,-0.5,0.5625,0.220215,0.398926,0.864258,0
Sun May 14 15:03:02 2017,-1,-1,-2,-2,0,-1,0,0,1.125,-0.5625,0.8125,0.217285,0.396484,0.86377,0
Sun May 14 15:03:02 2017,-1,-1,-2,-2,0,-1,0,0,1.125,-0.5625,0.8125,0.217285,0.396484,0.86377,0
Sun May 14 15:03:02 2017,-1,2,0,-2,-2,-1,-2,-1,1.375,-0.5625,0.875,0.225098,0.399902,0.856934,0
Sun May 14 15:03:02 2017,-2,-1,-2,-2,-1,-2,1,0,1.375,-0.5625,0.875,0.225098,0.399902,0.856934,0
Sun May 14 15:03:02 2017,-2,-1,-2,-2,-1,-2,1,0,1.375,-0.5625,0.875,0.225098,0.399902,0.856934,0
Sun May 14 15:03:02 2017,-2,-1,-2,-2,-1,-2,1,0,1.375,-0.5625,0.875,0.225098,0.399902,0.856934,0
Sun May 14 15:03:02 2017,-1,-1,-1,1,-1,0,-1,-1,1.4375,-0.4375,0.5625,0.231445,0.396973,0.848633,0
Sun May 14 15:03:02 2017,-1,-1,-1,1,-1,0,-1,-1,1.4375,-0.4375,0.5625,0.231445,0.396973,0.848633,0
Sun May 14 15:03:02 2017,-1,-1,-1,1,-1,0,-1,-1,1.4375,-0.4375,0.5625,0.231445,0.396973,0.848633,0
Sun May 14 15:03:02 2017,-1,-1,-1,1,-1,0,-1,-1,1.4375,-0.4375,0.5625,0.231445,0.396973,0.848633,0
Sun May 14 15:03:02 2017,-3,1,-1,0,0,-1,-1,1,0.4375,0.0625,-0.3125,0.235352,0.404785,0.848145,0
Sun May 14 15:03:02 2017,-3,1,-1,0,0,-1,-1,1,0.4375,0.0625,-0.3125,0.235352,0.404785,0.848145,0
Sun May 14 15:03:02 2017,-3,1,-1,0,0,-1,-1,1,0.4375,0.0625,-0.3125,0.235352,0.404785,0.848145,0
Sun May 14 15:03:02 2017,-1,-1,1,-2,-2,0,1,-1,-1.375,1,-0.8125,0.22998,0.410156,0.845215,0
Sun May 14 15:03:02 2017,-1,-1,1,-2,-2,0,1,-1,-1.375,1,-0.8125,0.22998,0.410156,0.845215,0
Sun May 14 15:03:02 2017,-1,-1,1,-2,-2,0,1,-1,-1.375,1,-0.8125,0.22998,0.410156,0.845215,0
Sun May 14 15:03:02 2017,0,0,-1,0,0,-1,-1,-1,-3,1.5625,-1.6875,0.226562,0.400391,0.851562,0
Sun May 14 15:03:02 2017,4,-1,3,0,-2,-1,-2,4,-3,1.5625,-1.6875,0.226562,0.400391,0.851562,0
Sun May 14 15:03:02 2017,4,-1,3,0,-2,-1,-2,4,-3,1.5625,-1.6875,0.226562,0.400391,0.851562,0
Sun May 14 15:03:02 2017,4,-1,3,0,-2,-1,-2,4,-3,1.5625,-1.6875,0.226562,0.400391,0.851562,0
Sun May 14 15:03:02 2017,0,-1,-3,-1,0,-1,0,-1,-5.625,1.75,-2.125,0.217285,0.400391,0.86084,0
Sun May 14 15:03:02 2017,0,-1,-3,-1,0,-1,0,-1,-5.625,1.75,-2.125,0.217285,0.400391,0.86084,0
Sun May 14 15:03:02 2017,0,0,-1,0,0,1,-2,0,-5.625,1.75,-2.125,0.217285,0.400391,0.86084,0
Sun May 14 15:03:02 2017,-4,-3,-3,-2,0,0,-3,-4,-6.25,1.625,-2.3125,0.207031,0.398926,0.866211,0
Sun May 14 15:03:02 2017,-4,-3,-3,-2,0,0,-3,-4,-6.25,1.625,-2.3125,0.207031,0.398926,0.866211,0
Sun May 14 15:03:02 2017,-4,-3,-3,-2,0,0,-3,-4,-6.25,1.625,-2.3125,0.207031,0.398926,0.866211,0
Sun May 14 15:03:03 2017,2,-2,2,-2,-2,-3,-2,2,-6.1875,1.4375,-2,0.206543,0.406738,0.857422,0
Sun May 14 15:03:03 2017,-1,-2,-1,-1,0,-1,-1,-5,-6.1875,1.4375,-2,0.206543,0.406738,0.857422,0
Sun May 14 15:03:03 2017,-1,-2,-1,-1,0,-1,-1,-5,-6.1875,1.4375,-2,0.206543,0.406738,0.857422,0
Sun May 14 15:03:03 2017,-1,-2,-1,-1,0,-1,-1,-5,-6.1875,1.4375,-2,0.206543,0.406738,0.857422,0
Sun May 14 15:03:03 2017,-1,-2,0,0,-1,-2,0,1,-5.3125,1.125,-0.4375,0.203125,0.400879,0.861816,0
Sun May 14 15:03:03 2017,-3,0,-1,-1,-1,0,-1,-1,-5.3125,1.125,-0.4375,0.203125,0.400879,0.861816,0
Sun May 14 15:03:03 2017,-3,0,-1,-1,-1,0,-1,-1,-5.3125,1.125,-0.4375,0.203125,0.400879,0.861816,0
Sun May 14 15:03:03 2017,-1,-1,0,-2,0,-3,0,-3,-2.9375,1,1.5625,0.203125,0.400879,0.867188,0
Sun May 14 15:03:03 2017,1,0,0,0,-3,-1,0,1,-2.9375,1,1.5625,0.203125,0.400879,0.867188,0
Sun May 14 15:03:03 2017,1,0,0,0,-3,-1,0,1,-2.9375,1,1.5625,0.203125,0.400879,0.867188,0
Sun May 14 15:03:03 2017,1,0,0,0,-3,-1,0,1,-2.9375,1,1.5625,0.203125,0.400879,0.867188,0
Sun May 14 15:03:03 2017,-1,0,0,0,-1,-1,-1,-1,-0.625,0.5,3.3125,0.207031,0.391113,0.871582,0
Sun May 14 15:03:03 2017,-1,0,0,0,-1,-1,-1,-1,-0.625,0.5,3.3125,0.207031,0.391113,0.871582,0
Sun May 14 15:03:03 2017,-1,0,0,0,-1,-1,-1,-1,-0.625,0.5,3.3125,0.207031,0.391113,0.871582,0
Sun May 14 15:03:03 2017,1,-1,0,-2,-2,-1,-1,0,0.3125,0.0625,4.625,0.208496,0.394043,0.874512,0
Sun May 14 15:03:03 2017,-1,-2,-2,0,-1,-2,-1,-2,0.3125,0.0625,4.625,0.208496,0.394043,0.874512,0
Sun May 14 15:03:03 2017,-1,-2,-2,0,-1,-2,-1,-2,0.3125,0.0625,4.625,0.208496,0.394043,0.874512,0
Sun May 14 15:03:03 2017,0,-1,-3,0,-3,0,-1,-1,0.4375,-0.125,5.125,0.216797,0.390137,0.871582,0
Sun May 14 15:03:03 2017,-2,0,-2,-4,-3,-1,-2,-3,0.4375,-0.125,5.125,0.216797,0.390137,0.871582,0
Sun May 14 15:03:03 2017,-2,0,-2,-4,-3,-1,-2,-3,0.4375,-0.125,5.125,0.216797,0.390137,0.871582,0
Sun May 14 15:03:03 2017,-2,0,-2,-4,-3,-1,-2,-3,0.4375,-0.125,5.125,0.216797,0.390137,0.871582,0
Sun May 14 15:03:03 2017,0,-2,0,-1,1,0,0,0,0.8125,0,4.9375,0.222656,0.378906,0.867188,0
Sun May 14 15:03:03 2017,0,-2,0,-1,1,0,0,0,0.8125,0,4.9375,0.222656,0.378906,0.867188,0
Sun May 14 15:03:03 2017,0,-2,0,-1,1,0,0,0,0.8125,0,4.9375,0.222656,0.378906,0.867188,0
Sun May 14 15:03:03 2017,0,-2,0,-1,1,0,0,0,0.8125,0,4.9375,0.222656,0.378906,0.867188,0
Sun May 14 15:03:03 2017,-2,-1,-1,-1,-1,0,-1,0,-0.625,0,4.5,0.228516,0.37793,0.868164,0
Sun May 14 15:03:03 2017,-2,-1,-1,-1,-1,0,-1,0,-0.625,0,4.5,0.228516,0.37793,0.868164,0
Sun May 14 15:03:03 2017,-1,-2,-1,0,0,0,-1,-1,-3.0625,0.0625,3.875,0.228516,0.375488,0.875977,0
Sun May 14 15:03:03 2017,0,-2,-2,0,-2,-3,-2,0,-3.0625,0.0625,3.875,0.228516,0.375488,0.875977,0
Sun May 14 15:03:03 2017,0,-2,-2,0,-2,-3,-2,0,-3.0625,0.0625,3.875,0.228516,0.375488,0.875977,0
Sun May 14 15:03:03 2017,0,-2,-2,0,-2,-3,-2,0,-3.0625,0.0625,3.875,0.228516,0.375488,0.875977,0
Sun May 14 15:03:03 2017,0,-1,0,-2,0,-1,-3,-2,-3.8125,0.4375,2.75,0.236816,0.351074,0.874023,0
Sun May 14 15:03:03 2017,0,-1,0,-2,0,-1,-3,-2,-3.8125,0.4375,2.75,0.236816,0.351074,0.874023,0
Sun May 14 15:03:03 2017,0,-1,0,-2,0,-1,-3,-2,-3.8125,0.4375,2.75,0.236816,0.351074,0.874023,0
Sun May 14 15:03:03 2017,0,-1,0,-2,0,-1,-3,-2,-3.8125,0.4375,2.75,0.236816,0.351074,0.874023,0
Sun May 14 15:03:03 2017,-2,-1,-2,1,-2,-1,0,-2,-3.0625,0.8125,2.375,0.224121,0.373047,0.879395,0
Sun May 14 15:03:03 2017,-2,-1,-2,1,-2,-1,0,-2,-3.0625,0.8125,2.375,0.224121,0.373047,0.879395,0
Sun May 14 15:03:03 2017,-2,-1,-2,1,-2,-1,0,-2,-3.0625,0.8125,2.375,0.224121,0.373047,0.879395,0
Sun May 14 15:03:03 2017,-2,-2,0,-2,0,-1,-2,-1,-4.6875,0.375,2.3125,0.236816,0.374512,0.870117,0
Sun May 14 15:03:03 2017,0,0,-1,-1,-2,-2,-2,1,-4.6875,0.375,2.3125,0.236816,0.374512,0.870117,0
Sun May 14 15:03:03 2017,0,0,-1,-1,-2,-2,-2,1,-4.6875,0.375,2.3125,0.236816,0.374512,0.870117,0
Sun May 14 15:03:03 2017,0,0,-1,-1,-2,-2,-2,1,-4.6875,0.375,2.3125,0.236816,0.374512,0.870117,0
Sun May 14 15:03:03 2017,0,-3,-1,-1,-3,0,-2,-2,-4.3125,0.5625,1.375,0.234375,0.375488,0.871094,0
Sun May 14 15:03:03 2017,0,-3,-1,-1,-3,0,-2,-2,-4.3125,0.5625,1.375,0.234375,0.375488,0.871094,0
Sun May 14 15:03:03 2017,0,-3,-1,-1,-3,0,-2,-2,-4.3125,0.5625,1.375,0.234375,0.375488,0.871094,0
Sun May 14 15:03:03 2017,0,-3,-1,-1,-3,0,-2,-2,-4.3125,0.5625,1.375,0.234375,0.375488,0.871094,0
Sun May 14 15:03:03 2017,-1,-1,-1,-1,-2,-2,-2,-1,-3.625,0.75,0.1875,0.230469,0.37793,0.864746,0
Sun May 14 15:03:03 2017,-1,-1,-1,-1,-2,-2,-2,-1,-3.625,0.75,0.1875,0.230469,0.37793,0.864746,0
Sun May 14 15:03:03 2017,-2,-2,0,-1,-1,-1,-2,-3,-3.25,0.875,-1.125,0.226562,0.386719,0.867188,0
Sun May 14 15:03:03 2017,-1,-1,-1,-1,-1,-1,0,-2,-3.25,0.875,-1.125,0.226562,0.386719,0.867188,0
Sun May 14 15:03:03 2017,-1,-1,-1,-1,-1,-1,0,-2,-3.25,0.875,-1.125,0.226562,0.386719,0.867188,0
Sun May 14 15:03:03 2017,-1,-1,-1,-1,-1,-1,0,-2,-3.25,0.875,-1.125,0.226562,0.386719,0.867188,0
Sun May 14 15:03:03 2017,-2,-1,-1,-1,-1,-1,0,-2,-3.4375,0.0625,-2.3125,0.232422,0.380859,0.870117,0
Sun May 14 15:03:03 2017,-1,0,-1,-1,0,1,-2,0,-3.4375,0.0625,-2.3125,0.232422,0.380859,0.870117,0
Sun May 14 15:03:03 2017,-1,0,-1,-1,0,1,-2,0,-3.4375,0.0625,-2.3125,0.232422,0.380859,0.870117,0
Sun May 14 15:03:03 2017,-1,0,-1,-1,0,1,-2,0,-3.4375,0.0625,-2.3125,0.232422,0.380859,0.870117,0
Sun May 14 15:03:03 2017,-3,-2,-1,-2,0,-1,-1,-2,-1.8125,-0.125,-3.0625,0.228027,0.371582,0.877441,0
Sun May 14 15:03:03 2017,-3,-2,-1,-2,0,-1,-1,-2,-1.8125,-0.125,-3.0625,0.228027,0.371582,0.877441,0
Sun May 14 15:03:03 2017,-3,-2,-1,-2,0,-1,-1,-2,-1.8125,-0.125,-3.0625,0.228027,0.371582,0.877441,0
Sun May 14 15:03:03 2017,0,0,-1,-3,-1,-1,0,-1,0.9375,-0.625,-3.4375,0.223633,0.378906,0.875488,0
Sun May 14 15:03:03 2017,0,1,-2,-2,0,-3,0,0,0.9375,-0.625,-3.4375,0.223633,0.378906,0.875488,0
Sun May 14 15:03:03 2017,0,1,-2,-2,0,-3,0,0,0.9375,-0.625,-3.4375,0.223633,0.378906,0.875488,0
Sun May 14 15:03:03 2017,0,1,-2,-2,0,-3,0,0,0.9375,-0.625,-3.4375,0.223633,0.378906,0.875488,0
Sun May 14 15:03:03 2017,0,-2,0,-1,0,-2,0,0,4.5625,-1.0625,-3.4375,0.223145,0.378418,0.878906,0
Sun May 14 15:03:03 2017,0,-2,0,-1,0,-2,0,0,4.5625,-1.0625,-3.4375,0.223145,0.378418,0.878906,0
Sun May 14 15:03:03 2017,0,-2,0,-1,0,-2,0,0,4.5625,-1.0625,-3.4375,0.223145,0.378418,0.878906,0
Sun May 14 15:03:03 2017,-1,-1,-1,0,0,-1,-1,-1,4.5625,-1.0625,-3.4375,0.223145,0.378418,0.878906,0
Sun May 14 15:03:03 2017,-2,-1,-3,-1,0,0,0,0,7.8125,-1.625,-3,0.21875,0.390625,0.870117,0
Sun May 14 15:03:03 2017,-2,-1,-3,-1,0,0,0,0,7.8125,-1.625,-3,0.21875,0.390625,0.870117,0
Sun May 14 15:03:03 2017,-2,-3,-1,-2,-2,-1,0,-2,7.8125,-1.625,-3,0.21875,0.390625,0.870117,0
Sun May 14 15:03:03 2017,-2,-3,-1,-2,-2,-1,0,-2,7.8125,-1.625,-3,0.21875,0.390625,0.870117,0
Sun May 14 15:03:03 2017,-1,-1,-1,-2,-1,-2,-1,-1,10.4375,-2,-1.9375,0.219727,0.400391,0.862305,0
Sun May 14 15:03:03 2017,-1,-1,-1,-2,-1,-2,-1,-1,10.4375,-2,-1.9375,0.219727,0.400391,0.862305,0
Sun May 14 15:03:03 2017,-1,-1,-1,-2,-1,-2,-1,-1,10.4375,-2,-1.9375,0.219727,0.400391,0.862305,0
Sun May 14 15:03:03 2017,0,2,-2,0,0,0,-2,1,10.4375,-2,-1.9375,0.219727,0.400391,0.862305,0
Sun May 14 15:03:03 2017,0,-1,-2,-1,-3,0,-1,-1,11.8125,-2.375,-0.875,0.224609,0.397461,0.85498,0
Sun May 14 15:03:03 2017,0,-1,-2,-1,-3,0,-1,-1,11.8125,-2.375,-0.875,0.224609,0.397461,0.85498,0
Sun May 14 15:03:03 2017,0,1,0,0,-2,-1,0,-1,12.0625,-2.1875,-0.375,0.227539,0.400879,0.852051,0
Sun May 14 15:03:03 2017,0,1,0,0,-2,-1,0,-1,12.0625,-2.1875,-0.375,0.227539,0.400879,0.852051,0
Sun May 14 15:03:03 2017,-2,0,-1,-1,0,-1,0,0,12.0625,-2.1875,-0.375,0.227539,0.400879,0.852051,0
Sun May 14 15:03:03 2017,-2,0,-1,-1,0,-1,0,0,12.0625,-2.1875,-0.375,0.227539,0.400879,0.852051,0
Sun May 14 15:03:03 2017,1,-2,-2,-1,-1,-1,-1,-1,11.6875,-1.5,-0.25,0.222656,0.404785,0.852539,0
Sun May 14 15:03:03 2017,1,-2,-2,-1,-1,-1,-1,-1,11.6875,-1.5,-0.25,0.222656,0.404785,0.852539,0
Sun May 14 15:03:03 2017,-1,-1,-1,-1,-2,0,-1,-1,11.1875,-1.125,-0.625,0.222168,0.408203,0.851074,0
Sun May 14 15:03:03 2017,0,-1,0,-1,-2,-3,0,-1,11.1875,-1.125,-0.625,0.222168,0.408203,0.851074,0
Sun May 14 15:03:03 2017,0,-1,0,-1,-2,-3,0,-1,11.1875,-1.125,-0.625,0.222168,0.408203,0.851074,0
Sun May 14 15:03:03 2017,0,-1,0,-1,-2,-3,0,-1,11.1875,-1.125,-0.625,0.222168,0.408203,0.851074,0
Sun May 14 15:03:03 2017,-2,0,1,-1,0,-1,-1,-1,9.5625,-1,-1.375,0.220703,0.40332,0.851562,0
Sun May 14 15:03:03 2017,-2,0,1,-1,0,-1,-1,-1,9.5625,-1,-1.375,0.220703,0.40332,0.851562,0
Sun May 14 15:03:03 2017,-2,0,1,-1,0,-1,-1,-1,9.5625,-1,-1.375,0.220703,0.40332,0.851562,0
Sun May 14 15:03:03 2017,-2,0,0,-2,0,-1,-2,-3,9.5625,-1,-1.375,0.220703,0.40332,0.851562,0
Sun May 14 15:03:03 2017,-1,-2,-2,0,-1,-1,-1,-2,8.625,-1.0625,-1.8125,0.213379,0.399414,0.861816,0
Sun May 14 15:03:03 2017,-1,-2,-2,0,-1,-1,-1,-2,8.625,-1.0625,-1.8125,0.213379,0.399414,0.861816,0
Sun May 14 15:03:03 2017,-1,-2,-2,0,-1,-1,-1,-2,8.625,-1.0625,-1.8125,0.213379,0.399414,0.861816,0
Sun May 14 15:03:03 2017,-2,-3,-2,0,0,-1,0,0,7.5,-1.125,-1.6875,0.208984,0.406738,0.854492,0
