Time Stamp,C0,C1,C2,C3,C4,C5,C6,C7,Gx,Gy,Gz,Ax,Ay,Az,Active
Sun May 14 14:43:43 2017,-25,-16,-7,-4,-2,-17,-7,2,-5.625,3.3125,3.6875,-0.039551,0.806641,0.526367,1
Sun May 14 14:43:43 2017,-11,1,1,0,-16,21,-2,-7,-4,5.6875,2.5,-0.029297,0.813965,0.536133,1
Sun May 14 14:43:43 2017,-11,1,1,0,-16,21,-2,-7,-4,5.6875,2.5,-0.029297,0.813965,0.536133,1
Sun May 14 14:43:43 2017,18,-1,-8,-4,1,9,8,-4,-4,5.6875,2.5,-0.029297,0.813965,0.536133,1
Sun May 14 14:43:43 2017,-1,-13,-9,-3,-16,-37,-22,-11,-5.9375,7.5,1.0625,-0.024902,0.814941,0.576172,1
Sun May 14 14:43:43 2017,-1,-13,-9,-3,-16,-37,-22,-11,-5.9375,7.5,1.0625,-0.024902,0.814941,0.576172,1
Sun May 14 14:43:43 2017,-1,-13,-9,-3,-16,-37,-22,-11,-5.9375,7.5,1.0625,-0.024902,0.814941,0.576172,1
Sun May 14 14:43:43 2017,-9,-11,-7,-6,-6,-4,-2,-5,-10.4375,4.5,-1.125,-0.025879,0.774414,0.567871,1
Sun May 14 14:43:43 2017,-9,-11,-7,-6,-6,-4,-2,-5,-10.4375,4.5,-1.125,-0.025879,0.774414,0.567871,1
Sun May 14 14:43:43 2017,-9,-11,-7,-6,-6,-4,-2,-5,-10.4375,4.5,-1.125,-0.025879,0.774414,0.567871,1
Sun May 14 14:43:43 2017,-7,-25,-20,-6,-3,-1,-3,-4,-10.4375,4.5,-1.125,-0.025879,0.774414,0.567871,1
Sun May 14 14:43:43 2017,11,3,2,-4,-2,-1,4,1,-5.0625,4.6875,-1.25,-0.02832,0.771484,0.553223,1
Sun May 14 14:43:43 2017,11,3,2,-4,-2,-1,4,1,-5.0625,4.6875,-1.25,-0.02832,0.771484,0.553223,1
Sun May 14 14:43:43 2017,16,8,1,-2,1,4,5,-5,-5.0625,4.6875,-1.25,-0.02832,0.771484,0.553223,1
Sun May 14 14:43:43 2017,7,0,2,1,1,-5,5,-1,12.75,8.4375,0.25,-0.046387,0.724609,0.561035,1
Sun May 14 14:43:43 2017,7,0,2,1,1,-5,5,-1,12.75,8.4375,0.25,-0.046387,0.724609,0.561035,1
Sun May 14 14:43:43 2017,7,0,2,1,1,-5,5,-1,12.75,8.4375,0.25,-0.046387,0.724609,0.561035,1
Sun May 14 14:43:43 2017,-7,5,4,7,27,35,11,4,14.875,9.4375,-0.1875,-0.028809,0.807617,0.563965,1
Sun May 14 14:43:43 2017,-7,5,4,7,27,35,11,4,14.875,9.4375,-0.1875,-0.028809,0.807617,0.563965,1
Sun May 14 14:43:43 2017,-7,5,4,7,27,35,11,4,14.875,9.4375,-0.1875,-0.028809,0.807617,0.563965,1
Sun May 14 14:43:43 2017,8,-11,-3,1,3,-1,-13,-7,14.875,9.4375,-0.1875,-0.028809,0.807617,0.563965,1
Sun May 14 14:43:43 2017,-6,-4,-2,-8,-23,-27,-8,-3,16.5625,6.8125,-3.3125,-0.051758,0.856934,0.558594,1
Sun May 14 14:43:43 2017,-6,-4,-2,-8,-23,-27,-8,-3,16.5625,6.8125,-3.3125,-0.051758,0.856934,0.558594,1
Sun May 14 14:43:43 2017,-1,-5,10,6,10,9,5,5,16.5625,6.8125,-3.3125,-0.051758,0.856934,0.558594,1
Sun May 14 14:43:43 2017,38,31,11,-4,-1,-4,-1,4,8.75,3.8125,-1.625,-0.058105,0.834473,0.550293,1
Sun May 14 14:43:43 2017,38,31,11,-4,-1,-4,-1,4,8.75,3.8125,-1.625,-0.058105,0.834473,0.550293,1
Sun May 14 14:43:43 2017,38,31,11,-4,-1,-4,-1,4,8.75,3.8125,-1.625,-0.058105,0.834473,0.550293,1
Sun May 14 14:43:43 2017,-2,3,13,-1,-1,-1,-1,-5,8.875,1.875,-0.6875,-0.054688,0.824219,0.5625,1
Sun May 14 14:43:43 2017,-2,3,13,-1,-1,-1,-1,-5,8.875,1.875,-0.6875,-0.054688,0.824219,0.5625,1
Sun May 14 14:43:43 2017,-2,3,13,-1,-1,-1,-1,-5,8.875,1.875,-0.6875,-0.054688,0.824219,0.5625,1
Sun May 14 14:43:43 2017,6,10,10,-1,-2,-2,-5,-4,8.875,1.875,-0.6875,-0.054688,0.824219,0.5625,1
Sun May 14 14:43:43 2017,-9,-3,-10,-1,-3,-2,-3,-2,9.4375,-1.5,0.625,-0.070801,0.810059,0.553711,1
Sun May 14 14:43:43 2017,-9,-3,-10,-1,-3,-2,-3,-2,9.4375,-1.5,0.625,-0.070801,0.810059,0.553711,1
Sun May 14 14:43:43 2017,-20,-14,-1,-4,0,2,-3,-5,9.4375,-1.5,0.625,-0.070801,0.810059,0.553711,1
Sun May 14 14:43:43 2017,13,38,14,5,7,11,4,6,11.3125,-2.625,-0.3125,-0.030762,0.823242,0.54248,1
Sun May 14 14:43:43 2017,-3,8,1,2,-6,-10,-11,-3,11.3125,-2.625,-0.3125,-0.030762,0.823242,0.54248,1
Sun May 14 14:43:43 2017,-3,8,1,2,-6,-10,-11,-3,11.3125,-2.625,-0.3125,-0.030762,0.823242,0.54248,1
Sun May 14 14:43:43 2017,-12,-16,2,-5,-9,-1,1,-5,6.4375,-3.5625,-2.4375,-0.041504,0.824219,0.538574,1
Sun May 14 14:43:43 2017,-12,-16,2,-5,-9,-1,1,-5,6.4375,-3.5625,-2.4375,-0.041504,0.824219,0.538574,1
Sun May 14 14:43:43 2017,-12,-16,2,-5,-9,-1,1,-5,6.4375,-3.5625,-2.4375,-0.041504,0.824219,0.538574,1
Sun May 14 14:43:43 2017,-12,-16,2,-5,-9,-1,1,-5,6.4375,-3.5625,-2.4375,-0.041504,0.824219,0.538574,1
Sun May 14 14:43:43 2017,-12,-10,-11,-3,0,-4,-4,-2,6.1875,-4.0625,-2,-0.039062,0.837402,0.537598,1
Sun May 14 14:43:43 2017,-12,-10,-11,-3,0,-4,-4,-2,6.1875,-4.0625,-2,-0.039062,0.837402,0.537598,1
Sun May 14 14:43:43 2017,7,-10,-12,-3,-3,-4,-4,2,6.1875,-4.0625,-2,-0.039062,0.837402,0.537598,1
Sun May 14 14:43:43 2017,4,-11,-16,0,9,4,5,-1,2.4375,-3,-1.375,-0.049316,0.868652,0.519531,1
Sun May 14 14:43:43 2017,4,-11,-16,0,9,4,5,-1,2.4375,-3,-1.375,-0.049316,0.868652,0.519531,1
Sun May 14 14:43:43 2017,4,-11,-16,0,9,4,5,-1,2.4375,-3,-1.375,-0.049316,0.868652,0.519531,1
Sun May 14 14:43:43 2017,8,-2,-1,-3,-4,-3,-1,2,-3.875,-3.25,0,-0.055664,0.835449,0.549316,1
Sun May 14 14:43:43 2017,8,-2,-1,-3,-4,-3,-1,2,-3.875,-3.25,0,-0.055664,0.835449,0.549316,1
Sun May 14 14:43:43 2017,8,-2,-1,-3,-4,-3,-1,2,-3.875,-3.25,0,-0.055664,0.835449,0.549316,1
Sun May 14 14:43:43 2017,8,-2,-1,-3,-4,-3,-1,2,-3.875,-3.25,0,-0.055664,0.835449,0.549316,1
Sun May 14 14:43:43 2017,-8,7,13,4,-1,-5,-2,-1,-5.0625,-4.4375,-2.5,-0.037109,0.814453,0.540039,1
Sun May 14 14:43:43 2017,-8,7,13,4,-1,-5,-2,-1,-5.0625,-4.4375,-2.5,-0.037109,0.814453,0.540039,1
Sun May 14 14:43:43 2017,13,-9,-8,-1,6,12,6,6,-5.0625,-4.4375,-2.5,-0.037109,0.814453,0.540039,1
Sun May 14 14:43:43 2017,13,-9,-8,-1,6,12,6,6,-5.0625,-4.4375,-2.5,-0.037109,0.814453,0.540039,1
Sun May 14 14:43:43 2017,4,-18,-1,-5,-11,-6,-5,-4,-2.625,-2.375,-2.125,-0.019531,0.805664,0.536621,1
Sun May 14 14:43:43 2017,4,-18,-1,-5,-11,-6,-5,-4,-2.625,-2.375,-2.125,-0.019531,0.805664,0.536621,1
Sun May 14 14:43:43 2017,-1,11,-4,-5,-5,-1,3,1,5,0.0625,-1.75,-0.026367,0.808105,0.53418,1
Sun May 14 14:43:43 2017,-5,17,5,1,12,-4,-5,0,5,0.0625,-1.75,-0.026367,0.808105,0.53418,1
Sun May 14 14:43:43 2017,-5,17,5,1,12,-4,-5,0,5,0.0625,-1.75,-0.026367,0.808105,0.53418,1
Sun May 14 14:43:43 2017,-5,17,5,1,12,-4,-5,0,5,0.0625,-1.75,-0.026367,0.808105,0.53418,1
Sun May 14 14:43:43 2017,-5,17,5,1,12,-4,-5,0,5,0.0625,-1.75,-0.026367,0.808105,0.53418,1
Sun May 14 14:43:43 2017,-9,-5,-5,-6,3,6,1,-7,5,0.0625,-1.75,-0.026367,0.808105,0.53418,1
Sun May 14 14:43:43 2017,-30,28,11,2,-6,-2,1,-3,5.9375,2.25,-3.4375,-0.055176,0.817871,0.513184,1
Sun May 14 14:43:43 2017,-33,6,-22,-6,-2,-7,-9,-8,5.9375,2.25,-3.4375,-0.055176,0.817871,0.513184,1
Sun May 14 14:43:43 2017,10,58,10,5,0,1,1,2,5.8125,4,-3.75,-0.040039,0.819336,0.521973,1
Sun May 14 14:43:43 2017,10,58,10,5,0,1,1,2,5.8125,4,-3.75,-0.040039,0.819336,0.521973,1
Sun May 14 14:43:43 2017,10,58,10,5,0,1,1,2,5.8125,4,-3.75,-0.040039,0.819336,0.521973,1
Sun May 14 14:43:43 2017,1,-18,-20,-5,-1,4,4,1,10,3.125,-6.5,-0.038086,0.836426,0.51123,1
Sun May 14 14:43:43 2017,1,-18,-20,-5,-1,4,4,1,10,3.125,-6.5,-0.038086,0.836426,0.51123,1
Sun May 14 14:43:43 2017,1,-18,-20,-5,-1,4,4,1,10,3.125,-6.5,-0.038086,0.836426,0.51123,1
Sun May 14 14:43:43 2017,15,36,7,1,0,-2,-1,2,10,3.125,-6.5,-0.038086,0.836426,0.51123,1
Sun May 14 14:43:43 2017,3,-23,-14,-4,-2,0,1,2,3.4375,3.0625,-1.25,-0.071777,0.849121,0.508301,1
Sun May 14 14:43:43 2017,3,-23,-14,-4,-2,0,1,2,3.4375,3.0625,-1.25,-0.071777,0.849121,0.508301,1
Sun May 14 14:43:43 2017,3,-23,-14,-4,-2,0,1,2,3.4375,3.0625,-1.25,-0.071777,0.849121,0.508301,1
Sun May 14 14:43:43 2017,14,-18,-6,-3,-7,-6,-1,0,-0.625,1.6875,1.3125,-0.060059,0.860352,0.521484,1
Sun May 14 14:43:43 2017,14,-18,-6,-3,-7,-6,-1,0,-0.625,1.6875,1.3125,-0.060059,0.860352,0.521484,1
Sun May 14 14:43:43 2017,14,-18,-6,-3,-7,-6,-1,0,-0.625,1.6875,1.3125,-0.060059,0.860352,0.521484,1
Sun May 14 14:43:43 2017,3,-4,-1,-9,-18,-31,-15,-8,-6.25,1.75,1.375,-0.083984,0.831055,0.529297,1
Sun May 14 14:43:43 2017,3,-4,-1,-9,-18,-31,-15,-8,-6.25,1.75,1.375,-0.083984,0.831055,0.529297,1
Sun May 14 14:43:43 2017,3,-4,-1,-9,-18,-31,-15,-8,-6.25,1.75,1.375,-0.083984,0.831055,0.529297,1
Sun May 14 14:43:43 2017,9,29,6,8,25,47,20,13,-6.25,1.75,1.375,-0.083984,0.831055,0.529297,1
Sun May 14 14:43:43 2017,9,-13,-3,10,-2,-3,3,3,-4.8125,0.75,2.125,-0.052246,0.825195,0.536621,1
Sun May 14 14:43:43 2017,9,-13,-3,10,-2,-3,3,3,-4.8125,0.75,2.125,-0.052246,0.825195,0.536621,1
Sun May 14 14:43:43 2017,9,-13,-3,10,-2,-3,3,3,-4.8125,0.75,2.125,-0.052246,0.825195,0.536621,1
Sun May 14 14:43:43 2017,-9,1,7,-1,1,0,-6,-6,-1.8125,1.625,3.0625,-0.036621,0.830566,0.569336,1
Sun May 14 14:43:43 2017,-9,1,7,-1,1,0,-6,-6,-1.8125,1.625,3.0625,-0.036621,0.830566,0.569336,1
Sun May 14 14:43:43 2017,-9,1,7,-1,1,0,-6,-6,-1.8125,1.625,3.0625,-0.036621,0.830566,0.569336,1
Sun May 14 14:43:43 2017,23,-5,-8,1,9,13,4,1,-0.875,1.3125,3.9375,-0.039062,0.811523,0.544434,1
Sun May 14 14:43:43 2017,23,-5,-8,1,9,13,4,1,-0.875,1.3125,3.9375,-0.039062,0.811523,0.544434,1
Sun May 14 14:43:43 2017,23,-5,-8,1,9,13,4,1,-0.875,1.3125,3.9375,-0.039062,0.811523,0.544434,1
Sun May 14 14:43:43 2017,23,-5,-8,1,9,13,4,1,-0.875,1.3125,3.9375,-0.039062,0.811523,0.544434,1
Sun May 14 14:43:43 2017,-2,-4,-5,-8,-4,5,-1,-2,3,0.25,2.8125,-0.05127,0.81543,0.539062,1
Sun May 14 14:43:43 2017,-2,-4,-5,-8,-4,5,-1,-2,3,0.25,2.8125,-0.05127,0.81543,0.539062,1
Sun May 14 14:43:43 2017,-2,-4,-5,-8,-4,5,-1,-2,3,0.25,2.8125,-0.05127,0.81543,0.539062,1
Sun May 14 14:43:43 2017,-2,-4,-5,-8,-4,5,-1,-2,3,0.25,2.8125,-0.05127,0.81543,0.539062,1
Sun May 14 14:43:43 2017,-1,11,10,9,25,29,7,2,2.0625,1.125,2.5625,-0.031738,0.814453,0.528809,1
Sun May 14 14:43:43 2017,-1,11,10,9,25,29,7,2,2.0625,1.125,2.5625,-0.031738,0.814453,0.528809,1
Sun May 14 14:43:43 2017,-1,11,10,9,25,29,7,2,2.0625,1.125,2.5625,-0.031738,0.814453,0.528809,1
Sun May 14 14:43:43 2017,-18,-11,-6,-1,3,-1,2,-1,1.5625,-1.1875,0.1875,-0.046387,0.81543,0.533203,1
Sun May 14 14:43:43 2017,-18,-11,-6,-1,3,-1,2,-1,1.5625,-1.1875,0.1875,-0.046387,0.81543,0.533203,1
Sun May 14 14:43:43 2017,-18,-11,-6,-1,3,-1,2,-1,1.5625,-1.1875,0.1875,-0.046387,0.81543,0.533203,1
Sun May 14 14:43:43 2017,29,5,-1,-4,-5,-2,6,4,1,0.3125,0.25,-0.02832,0.783691,0.553223,1
Sun May 14 14:43:43 2017,29,5,-1,-4,-5,-2,6,4,1,0.3125,0.25,-0.02832,0.783691,0.553223,1
Sun May 14 14:43:43 2017,29,5,-1,-4,-5,-2,6,4,1,0.3125,0.25,-0.02832,0.783691,0.553223,1
Sun May 14 14:43:43 2017,29,5,-1,-4,-5,-2,6,4,1,0.3125,0.25,-0.02832,0.783691,0.553223,1
Sun May 14 14:43:43 2017,-21,0,17,5,9,8,-3,-4,7.6875,0.375,-1.8125,-0.047852,0.814941,0.530762,1
Sun May 14 14:43:43 2017,-21,0,17,5,9,8,-3,-4,7.6875,0.375,-1.8125,-0.047852,0.814941,0.530762,1
Sun May 14 14:43:43 2017,19,0,-2,-2,-7,-6,-1,0,7.6875,0.375,-1.8125,-0.047852,0.814941,0.530762,1
Sun May 14 14:43:43 2017,19,0,-2,-2,-7,-6,-1,0,7.6875,0.375,-1.8125,-0.047852,0.814941,0.530762,1
Sun May 14 14:43:43 2017,-13,14,-18,-13,-20,-23,-1,-6,5.4375,-0.25,-3.375,-0.074219,0.82373,0.511719,1
Sun May 14 14:43:43 2017,-13,14,-18,-13,-20,-23,-1,-6,5.4375,-0.25,-3.375,-0.074219,0.82373,0.511719,1
Sun May 14 14:43:43 2017,1,9,12,7,12,13,7,6,5.4375,-0.25,-3.375,-0.074219,0.82373,0.511719,1
Sun May 14 14:43:44 2017,-27,11,-4,-5,-18,-15,-1,-3,4.625,-1.0625,-4.6875,-0.053223,0.808105,0.531738,1
Sun May 14 14:43:44 2017,-27,11,-4,-5,-18,-15,-1,-3,4.625,-1.0625,-4.6875,-0.053223,0.808105,0.531738,1
Sun May 14 14:43:44 2017,-27,11,-4,-5,-18,-15,-1,-3,4.625,-1.0625,-4.6875,-0.053223,0.808105,0.531738,1
Sun May 14 14:43:44 2017,1,-10,-11,-6,-8,-15,-3,-5,4.625,-1.0625,-4.6875,-0.053223,0.808105,0.531738,1
Sun May 14 14:43:44 2017,4,3,13,5,1,4,2,-1,9.875,0.0625,-3.1875,-0.04541,0.825195,0.540039,1
Sun May 14 14:43:44 2017,4,3,13,5,1,4,2,-1,9.875,0.0625,-3.1875,-0.04541,0.825195,0.540039,1
Sun May 14 14:43:44 2017,-4,-21,-14,-8,-7,-5,-2,-2,9.9375,-0.5625,-2.625,-0.055664,0.84082,0.513672,1
Sun May 14 14:43:44 2017,4,2,2,3,7,0,-2,5,9.9375,-0.5625,-2.625,-0.055664,0.84082,0.513672,1
Sun May 14 14:43:44 2017,4,2,2,3,7,0,-2,5,9.9375,-0.5625,-2.625,-0.055664,0.84082,0.513672,1
Sun May 14 14:43:44 2017,4,2,2,3,7,0,-2,5,9.9375,-0.5625,-2.625,-0.055664,0.84082,0.513672,1
Sun May 14 14:43:44 2017,4,2,2,3,7,0,-2,5,9.9375,-0.5625,-2.625,-0.055664,0.84082,0.513672,1
Sun May 14 14:43:44 2017,-15,-36,9,3,-2,-3,-13,-8,5.8125,-0.75,-1.8125,-0.049805,0.84375,0.506348,1
Sun May 14 14:43:44 2017,-15,-36,9,3,-2,-3,-13,-8,5.8125,-0.75,-1.8125,-0.049805,0.84375,0.506348,1
Sun May 14 14:43:44 2017,-15,-36,9,3,-2,-3,-13,-8,5.8125,-0.75,-1.8125,-0.049805,0.84375,0.506348,1
Sun May 14 14:43:44 2017,-2,21,7,6,0,-6,-2,-2,2.3125,-0.75,-0.6875,-0.04248,0.860352,0.508789,1
Sun May 14 14:43:44 2017,-2,21,7,6,0,-6,-2,-2,2.3125,-0.75,-0.6875,-0.04248,0.860352,0.508789,1
Sun May 14 14:43:44 2017,-8,13,1,0,6,11,8,-2,-2.9375,-1.5625,-0.75,-0.059082,0.865723,0.510742,1
Sun May 14 14:43:44 2017,9,-1,-9,-3,4,2,0,4,-2.9375,-1.5625,-0.75,-0.059082,0.865723,0.510742,1
Sun May 14 14:43:44 2017,9,-1,-9,-3,4,2,0,4,-2.9375,-1.5625,-0.75,-0.059082,0.865723,0.510742,1
Sun May 14 14:43:44 2017,9,-1,-9,-3,4,2,0,4,-2.9375,-1.5625,-0.75,-0.059082,0.865723,0.510742,1
Sun May 14 14:43:44 2017,5,-28,-10,-2,-11,-18,-3,2,-4.875,-1.8125,1.25,-0.059082,0.860352,0.502441,1
Sun May 14 14:43:44 2017,5,-28,-10,-2,-11,-18,-3,2,-4.875,-1.8125,1.25,-0.059082,0.860352,0.502441,1
Sun May 14 14:43:44 2017,5,-28,-10,-2,-11,-18,-3,2,-4.875,-1.8125,1.25,-0.059082,0.860352,0.502441,1
Sun May 14 14:43:44 2017,5,10,-3,1,0,12,-10,-1,-4.875,-1.8125,1.25,-0.059082,0.860352,0.502441,1
Sun May 14 14:43:44 2017,-1,-10,-5,-5,-4,-6,-5,-4,-10.4375,-2.5,0.6875,-0.05127,0.843262,0.520508,1
Sun May 14 14:43:44 2017,-1,-10,-5,-5,-4,-6,-5,-4,-10.4375,-2.5,0.6875,-0.05127,0.843262,0.520508,1
Sun May 14 14:43:44 2017,6,6,2,-4,-6,-8,-5,-4,-9.375,-2.125,1.4375,-0.043945,0.814941,0.525391,1
Sun May 14 14:43:44 2017,-3,-35,-17,-9,-5,-1,-1,-1,-9.375,-2.125,1.4375,-0.043945,0.814941,0.525391,1
Sun May 14 14:43:44 2017,-3,-35,-17,-9,-5,-1,-1,-1,-9.375,-2.125,1.4375,-0.043945,0.814941,0.525391,1
Sun May 14 14:43:44 2017,-3,-35,-17,-9,-5,-1,-1,-1,-9.375,-2.125,1.4375,-0.043945,0.814941,0.525391,1
Sun May 14 14:43:44 2017,-3,3,8,4,3,5,-3,-7,-10.3125,-2.0625,-0.4375,-0.044922,0.805664,0.541504,1
Sun May 14 14:43:44 2017,-3,3,8,4,3,5,-3,-7,-10.3125,-2.0625,-0.4375,-0.044922,0.805664,0.541504,1
Sun May 14 14:43:44 2017,-3,3,8,4,3,5,-3,-7,-10.3125,-2.0625,-0.4375,-0.044922,0.805664,0.541504,1
Sun May 14 14:43:44 2017,-3,3,8,4,3,5,-3,-7,-10.3125,-2.0625,-0.4375,-0.044922,0.805664,0.541504,1
Sun May 14 14:43:44 2017,4,3,-1,-9,1,6,3,5,-4.1875,-0.125,0.875,-0.05127,0.771484,0.540527,1
Sun May 14 14:43:44 2017,4,3,-1,-9,1,6,3,5,-4.1875,-0.125,0.875,-0.05127,0.771484,0.540527,1
Sun May 14 14:43:44 2017,-11,5,-5,1,1,-2,-2,-3,2.5,1,0.125,-0.04541,0.805176,0.519531,1
Sun May 14 14:43:44 2017,5,-6,4,4,3,9,7,7,2.5,1,0.125,-0.04541,0.805176,0.519531,1
Sun May 14 14:43:44 2017,5,-6,4,4,3,9,7,7,2.5,1,0.125,-0.04541,0.805176,0.519531,1
Sun May 14 14:43:44 2017,5,-6,4,4,3,9,7,7,2.5,1,0.125,-0.04541,0.805176,0.519531,1
Sun May 14 14:43:44 2017,-1,4,-2,0,-3,3,1,-1,2.4375,0.9375,0.25,-0.058105,0.826172,0.531738,1
Sun May 14 14:43:44 2017,-1,4,-2,0,-3,3,1,-1,2.4375,0.9375,0.25,-0.058105,0.826172,0.531738,1
Sun May 14 14:43:44 2017,-1,4,-2,0,-3,3,1,-1,2.4375,0.9375,0.25,-0.058105,0.826172,0.531738,1
Sun May 14 14:43:44 2017,-1,4,-2,0,-3,3,1,-1,2.4375,0.9375,0.25,-0.058105,0.826172,0.531738,1
Sun May 14 14:43:44 2017,-5,10,6,1,2,18,4,6,1.0625,0.5,-1.0625,-0.040527,0.8125,0.536621,1
Sun May 14 14:43:44 2017,-5,10,6,1,2,18,4,6,1.0625,0.5,-1.0625,-0.040527,0.8125,0.536621,1
Sun May 14 14:43:44 2017,20,10,0,-4,-12,-10,-3,-10,1.0625,0.5,-1.0625,-0.040527,0.8125,0.536621,1
Sun May 14 14:43:44 2017,20,10,0,-4,-12,-10,-3,-10,1.0625,0.5,-1.0625,-0.040527,0.8125,0.536621,1
Sun May 14 14:43:44 2017,-3,5,-6,1,1,-1,6,-1,-1.125,-0.875,-2.6875,-0.057129,0.883789,0.521484,1
Sun May 14 14:43:44 2017,-3,5,-6,1,1,-1,6,-1,-1.125,-0.875,-2.6875,-0.057129,0.883789,0.521484,1
Sun May 14 14:43:44 2017,-3,5,-6,1,1,-1,6,-1,-1.125,-0.875,-2.6875,-0.057129,0.883789,0.521484,1
Sun May 14 14:43:44 2017,10,-7,-6,2,-6,-10,-3,-1,-2.5,-0.125,-2.375,-0.047852,0.833008,0.544434,1
Sun May 14 14:43:44 2017,10,-7,-6,2,-6,-10,-3,-1,-2.5,-0.125,-2.375,-0.047852,0.833008,0.544434,1
Sun May 14 14:43:44 2017,10,-7,-6,2,-6,-10,-3,-1,-2.5,-0.125,-2.375,-0.047852,0.833008,0.544434,1
Sun May 14 14:43:44 2017,-11,2,-4,-3,-10,-11,3,3,-2.5,-0.125,-2.375,-0.047852,0.833008,0.544434,1
Sun May 14 14:43:44 2017,7,19,-2,1,3,4,-2,5,-1.9375,0.5,-0.8125,-0.048828,0.813965,0.550293,1
Sun May 14 14:43:44 2017,7,19,-2,1,3,4,-2,5,-1.9375,0.5,-0.8125,-0.048828,0.813965,0.550293,1
Sun May 14 14:43:44 2017,1,-9,0,-1,-1,-1,2,1,-1.9375,0.5,-0.8125,-0.048828,0.813965,0.550293,1
Sun May 14 14:43:44 2017,-9,-15,-7,-6,-21,-24,-1,-5,-0.75,-0.6875,-0.625,-0.072754,0.828125,0.529785,1
Sun May 14 14:43:44 2017,-9,-15,-7,-6,-21,-24,-1,-5,-0.75,-0.6875,-0.625,-0.072754,0.828125,0.529785,1
Sun May 14 14:43:44 2017,-9,-15,-7,-6,-21,-24,-1,-5,-0.75,-0.6875,-0.625,-0.072754,0.828125,0.529785,1
Sun May 14 14:43:44 2017,-5,-25,-4,1,1,-2,-4,-4,-0.1875,-1.3125,-1.5625,-0.066895,0.812012,0.534668,1
Sun May 14 14:43:44 2017,-5,-25,-4,1,1,-2,-4,-4,-0.1875,-1.3125,-1.5625,-0.066895,0.812012,0.534668,1
Sun May 14 14:43:44 2017,-5,-25,-4,1,1,-2,-4,-4,-0.1875,-1.3125,-1.5625,-0.066895,0.812012,0.534668,1
Sun May 14 14:43:44 2017,-5,-25,-4,1,1,-2,-4,-4,-0.1875,-1.3125,-1.5625,-0.066895,0.812012,0.534668,1
Sun May 14 14:43:44 2017,1,9,0,0,4,4,-4,0,-0.3125,-0.4375,0.4375,-0.041504,0.8125,0.549805,1
Sun May 14 14:43:44 2017,1,9,0,0,4,4,-4,0,-0.3125,-0.4375,0.4375,-0.041504,0.8125,0.549805,1
Sun May 14 14:43:44 2017,1,38,12,2,7,10,8,2,-0.3125,-0.4375,0.4375,-0.041504,0.8125,0.549805,1
Sun May 14 14:43:44 2017,1,38,12,2,7,10,8,2,-0.3125,-0.4375,0.4375,-0.041504,0.8125,0.549805,1
Sun May 14 14:43:44 2017,28,39,-2,-5,4,6,5,5,1.125,-0.75,-1,-0.054199,0.849121,0.520996,1
Sun May 14 14:43:44 2017,28,39,-2,-5,4,6,5,5,1.125,-0.75,-1,-0.054199,0.849121,0.520996,1
Sun May 14 14:43:44 2017,28,39,-2,-5,4,6,5,5,1.125,-0.75,-1,-0.054199,0.849121,0.520996,1
Sun May 14 14:43:44 2017,6,-68,-15,4,1,-7,-5,2,-0.75,-1.3125,-1.125,-0.033691,0.809082,0.540039,1
Sun May 14 14:43:44 2017,6,-68,-15,4,1,-7,-5,2,-0.75,-1.3125,-1.125,-0.033691,0.809082,0.540039,1
Sun May 14 14:43:44 2017,6,-68,-15,4,1,-7,-5,2,-0.75,-1.3125,-1.125,-0.033691,0.809082,0.540039,1
Sun May 14 14:43:44 2017,6,-68,-15,4,1,-7,-5,2,-0.75,-1.3125,-1.125,-0.033691,0.809082,0.540039,1
Sun May 14 14:43:44 2017,8,24,3,2,10,7,-5,0,-0.25,-0.3125,-0.1875,-0.044434,0.82959,0.530273,1
Sun May 14 14:43:44 2017,8,24,3,2,10,7,-5,0,-0.25,-0.3125,-0.1875,-0.044434,0.82959,0.530273,1
Sun May 14 14:43:44 2017,-7,-18,-1,3,3,4,-3,-2,-0.25,-0.3125,-0.1875,-0.044434,0.82959,0.530273,1
Sun May 14 14:43:44 2017,-7,-18,-1,3,3,4,-3,-2,-0.25,-0.3125,-0.1875,-0.044434,0.82959,0.530273,1
Sun May 14 14:43:44 2017,-16,-7,-4,-5,-3,-6,2,-3,0.625,-0.875,-1.4375,-0.057617,0.811035,0.527344,1
Sun May 14 14:43:44 2017,-16,-7,-4,-5,-3,-6,2,-3,0.625,-0.875,-1.4375,-0.057617,0.811035,0.527344,1
Sun May 14 14:43:44 2017,3,5,13,4,2,7,4,4,0.625,-0.875,-1.4375,-0.057617,0.811035,0.527344,1
Sun May 14 14:43:44 2017,-3,-8,7,-1,-7,-19,-6,-6,3.3125,0.375,-0.25,-0.047852,0.833496,0.530273,1
Sun May 14 14:43:44 2017,-3,-8,7,-1,-7,-19,-6,-6,3.3125,0.375,-0.25,-0.047852,0.833496,0.530273,1
Sun May 14 14:43:44 2017,-3,-8,7,-1,-7,-19,-6,-6,3.3125,0.375,-0.25,-0.047852,0.833496,0.530273,1
Sun May 14 14:43:44 2017,-2,-17,-17,-11,-4,-6,-6,2,3.3125,0.375,-0.25,-0.047852,0.833496,0.530273,1
Sun May 14 14:43:44 2017,-9,1,-1,-2,-8,1,0,3,0.8125,0.0625,0.25,-0.066406,0.844238,0.531738,1
